Cruise,Station,mon/dd/yyyy,hh:mm,Longitude [degrees east],Latitude [degrees north],Bottom Depth [m],Pressure [db],Temperature [degrees C],Temperature 2 [degrees C],Salinity [psu],Salinity 2 [psu],Fluorescense [mg/m^3],Beam Transmission [%],PAR,Oxygen [umol/kg],Oxygen [% saturation]
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1376.691,3.4705,3.4709,34.5746,34.5816,8.82E-02,98.6268,1.00E-12,32.272,10.089
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1377.703,3.4701,3.4705,34.5747,34.5817,8.85E-02,98.6268,1.00E-12,32.339,10.11
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1378.716,3.4701,3.4702,34.5747,34.5818,8.58E-02,98.6268,1.00E-12,32.445,10.143
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1379.728,3.4698,3.47,34.5746,34.5817,8.57E-02,98.6255,1.00E-12,32.38,10.122
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1380.741,3.4688,3.4692,34.5747,34.5818,8.84E-02,98.6268,1.00E-12,32.363,10.117
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1381.754,3.4673,3.4678,34.5746,34.5817,8.79E-02,98.621,1.00E-12,32.559,10.178
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1382.766,3.4642,3.4643,34.5748,34.5819,8.76E-02,98.6271,1.00E-12,32.454,10.144
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1383.779,3.4632,3.4641,34.5748,34.5818,8.64E-02,98.6268,1.00E-12,32.663,10.209
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1384.791,3.4614,3.4609,34.5748,34.5818,8.74E-02,98.6259,1.00E-12,32.506,10.159
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1385.804,3.4588,3.4588,34.5749,34.582,8.65E-02,98.614,1.00E-12,32.548,10.172
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1386.817,3.4576,3.4577,34.5749,34.582,8.59E-02,98.6025,1.00E-12,32.557,10.174
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1387.829,3.4563,3.4569,34.5749,34.582,8.91E-02,98.6174,1.00E-12,32.548,10.172
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1388.842,3.4543,3.4541,34.5749,34.582,8.71E-02,98.6338,1.00E-12,32.546,10.17
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1389.855,3.4491,3.4484,34.575,34.5821,8.69E-02,98.627,1.00E-12,32.613,10.19
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1390.867,3.4362,3.4367,34.5753,34.5824,8.84E-02,98.6268,1.00E-12,32.96,10.295
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1391.88,3.4187,3.419,34.5767,34.5838,8.85E-02,98.6268,1.00E-12,33.005,10.305
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1392.893,3.4163,3.4166,34.5768,34.5837,8.82E-02,98.622,1.00E-12,33.151,10.35
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1393.905,3.4143,3.4145,34.5767,34.5839,8.79E-02,98.6335,1.00E-12,33.423,10.434
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1394.918,3.4116,3.4119,34.5768,34.5838,8.67E-02,98.6293,1.00E-12,33.184,10.359
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1395.931,3.4079,3.4081,34.577,34.584,8.65E-02,98.634,1.00E-12,33.514,10.461
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1396.944,3.4042,3.4046,34.577,34.584,8.72E-02,98.631,1.00E-12,33.448,10.439
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1397.956,3.3964,3.3966,34.5775,34.5845,8.72E-02,98.6332,1.00E-12,33.657,10.503
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1398.969,3.3933,3.3935,34.5777,34.5848,8.64E-02,98.6323,1.00E-12,33.76,10.534
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1399.982,3.3936,3.3936,34.5775,34.5846,8.81E-02,98.6333,1.00E-12,33.675,10.508
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1400.994,3.3932,3.3933,34.5775,34.5846,8.77E-02,98.6305,1.00E-12,34.01,10.612
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1402.007,3.3818,3.382,34.5775,34.5845,8.87E-02,98.6387,1.00E-12,34.051,10.622
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1403.02,3.3638,3.3641,34.5795,34.5864,8.70E-02,98.6488,1.00E-12,34.216,10.669
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1404.033,3.361,3.3615,34.5793,34.5864,8.72E-02,98.6388,1.00E-12,34.325,10.702
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1405.045,3.3583,3.3584,34.5794,34.5864,8.68E-02,98.6532,1.00E-12,34.579,10.781
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1406.058,3.3567,3.3569,34.5795,34.5865,8.71E-02,98.6506,1.00E-12,34.512,10.759
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1407.071,3.3566,3.3569,34.5793,34.5865,8.67E-02,98.6517,1.00E-12,34.707,10.82
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1408.084,3.3565,3.3566,34.5792,34.5863,8.72E-02,98.6505,1.00E-12,34.605,10.788
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1409.096,3.3555,3.3559,34.5792,34.5863,8.64E-02,98.6518,1.00E-12,34.464,10.744
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1410.109,3.3543,3.3547,34.5792,34.5862,8.80E-02,98.6512,1.00E-12,34.459,10.742
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1411.122,3.3537,3.3539,34.5791,34.5862,8.60E-02,98.6521,1.00E-12,34.605,10.787
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1412.135,3.3523,3.3525,34.5792,34.5862,8.83E-02,98.6476,1.00E-12,34.624,10.793
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1413.148,3.3511,3.3513,34.5793,34.5864,8.65E-02,98.6495,1.00E-12,34.741,10.829
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1414.16,3.3507,3.3509,34.5794,34.5863,8.72E-02,98.6492,1.00E-12,34.672,10.807
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1415.173,3.3504,3.3505,34.5794,34.5865,8.87E-02,98.653,1.00E-12,34.571,10.776
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1416.186,3.3499,3.3502,34.5792,34.5864,8.83E-02,98.6515,1.00E-12,34.809,10.85
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1417.199,3.3494,3.3497,34.5792,34.5864,8.63E-02,98.6529,1.00E-12,34.658,10.803
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1418.212,3.3488,3.3491,34.5793,34.5863,8.85E-02,98.6505,1.00E-12,34.637,10.796
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1419.224,3.3483,3.3485,34.5793,34.5863,8.96E-02,98.6529,1.00E-12,34.761,10.835
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1420.237,3.3481,3.3483,34.5793,34.5863,8.62E-02,98.6529,1.00E-12,34.769,10.837
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1421.25,3.3477,3.3479,34.5792,34.5863,8.46E-02,98.6529,1.00E-12,34.716,10.821
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1422.263,3.3473,3.3475,34.5792,34.5863,8.72E-02,98.6519,1.00E-12,34.717,10.821
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1423.276,3.3464,3.3466,34.5793,34.5864,8.74E-02,98.6557,1.00E-12,34.723,10.823
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1424.288,3.3456,3.3459,34.5793,34.5864,8.77E-02,98.653,1.00E-12,34.767,10.836
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1425.301,3.3434,3.3438,34.5794,34.5864,8.54E-02,98.6529,1.00E-12,34.775,10.838
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1426.314,3.335,3.3352,34.5801,34.5872,8.77E-02,98.654,1.00E-12,34.737,10.824
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1427.327,3.3318,3.3321,34.5803,34.5874,8.72E-02,98.6529,1.00E-12,34.767,10.832
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1428.34,3.3263,3.3267,34.5805,34.5876,8.75E-02,98.6485,1.00E-12,34.797,10.84
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1429.352,3.3199,3.3204,34.5812,34.5883,8.94E-02,98.6488,1.00E-12,34.961,10.89
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1430.366,3.3184,3.3185,34.5812,34.5883,8.81E-02,98.6529,1.00E-12,35.277,10.988
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1431.378,3.3178,3.3179,34.5812,34.5882,8.83E-02,98.6529,1.00E-12,35.298,10.994
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1432.391,3.3171,3.3173,34.5811,34.5882,8.79E-02,98.654,1.00E-12,35.066,10.922
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1433.404,3.3166,3.3168,34.5811,34.5882,8.75E-02,98.655,1.00E-12,35.193,10.961
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1434.417,3.3166,3.3168,34.581,34.5881,8.72E-02,98.655,1.00E-12,35.435,11.037
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1435.43,3.3164,3.3165,34.5811,34.5881,8.75E-02,98.6529,1.00E-12,35.355,11.011
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1436.443,3.3152,3.3155,34.5811,34.5881,8.79E-02,98.6529,1.00E-12,35.286,10.99
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1437.456,3.3119,3.3121,34.5813,34.5883,8.80E-02,98.6529,1.00E-12,35.393,11.022
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1438.469,3.3092,3.3095,34.5814,34.5885,8.68E-02,98.6529,1.00E-12,35.721,11.124
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1439.481,3.3062,3.3064,34.5817,34.5888,8.78E-02,98.6475,1.00E-12,35.565,11.074
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1440.494,3.303,3.3033,34.5819,34.5889,8.45E-02,98.6436,1.00E-12,35.707,11.118
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1441.507,3.3021,3.3023,34.5818,34.589,8.68E-02,98.6447,1.00E-12,35.904,11.178
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1442.52,3.2998,3.3,34.5819,34.5889,8.62E-02,98.6503,1.00E-12,35.905,11.179
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1443.533,3.295,3.2952,34.5822,34.5893,8.76E-02,98.6504,1.00E-12,35.948,11.191
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1444.546,3.2948,3.295,34.5822,34.5891,8.75E-02,98.6528,1.00E-12,36.107,11.24
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1445.559,3.2949,3.2952,34.582,34.5891,8.71E-02,98.6529,1.00E-12,36.197,11.268
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1446.572,3.2948,3.2951,34.582,34.5889,8.83E-02,98.6529,1.00E-12,35.96,11.194
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1447.585,3.295,3.2951,34.5819,34.589,8.70E-02,98.6529,1.00E-12,35.972,11.198
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1448.598,3.294,3.2942,34.582,34.5891,8.59E-02,98.6529,1.00E-12,35.978,11.199
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1449.611,3.2933,3.2935,34.5821,34.5891,8.64E-02,98.6529,1.00E-12,35.994,11.204
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1450.624,3.2931,3.2933,34.582,34.5891,8.89E-02,98.6529,1.00E-12,36.033,11.216
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1451.637,3.2926,3.2927,34.5822,34.5893,8.73E-02,98.652,1.00E-12,36.039,11.218
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1452.65,3.2905,3.2906,34.5823,34.5894,8.74E-02,98.5919,1.00E-12,36.07,11.227
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1453.663,3.2803,3.2807,34.5829,34.59,8.82E-02,98.6482,1.00E-12,36.461,11.346
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1454.675,3.2758,3.2761,34.5832,34.5903,8.73E-02,98.6453,1.00E-12,36.598,11.387
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1455.689,3.2749,3.275,34.5832,34.5902,8.87E-02,98.6507,1.00E-12,36.868,11.471
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1456.702,3.2744,3.2747,34.5831,34.5901,8.78E-02,98.6529,1.00E-12,36.757,11.437
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1457.714,3.2743,3.2745,34.5831,34.5901,8.59E-02,98.6498,1.00E-12,36.993,11.51
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1458.727,3.2743,3.2745,34.5829,34.5901,8.69E-02,98.6415,1.00E-12,36.855,11.467
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1459.74,3.2742,3.2742,34.583,34.5901,8.91E-02,98.6418,1.00E-12,37.011,11.516
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1460.753,3.2737,3.2738,34.5829,34.59,8.75E-02,98.6504,1.00E-12,36.987,11.508
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1461.766,3.2731,3.2733,34.5829,34.59,8.63E-02,98.6459,1.00E-12,36.967,11.501
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1462.78,3.273,3.2733,34.5829,34.59,8.62E-02,98.6438,1.00E-12,37.022,11.519
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1463.793,3.2716,3.2716,34.5828,34.5899,8.73E-02,98.6517,1.00E-12,37.031,11.521
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1464.805,3.2652,3.2654,34.5832,34.5901,8.64E-02,98.6529,1.00E-12,37.136,11.552
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1465.818,3.2588,3.2589,34.5838,34.5909,8.67E-02,98.6517,1.00E-12,37.534,11.674
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1466.831,3.256,3.2561,34.5839,34.5909,8.67E-02,98.6529,1.00E-12,37.426,11.639
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1467.845,3.2516,3.2518,34.5843,34.5913,8.51E-02,98.6483,1.00E-12,37.778,11.748
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1468.858,3.25,3.2503,34.5841,34.5912,8.75E-02,98.634,1.00E-12,37.873,11.777
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1469.871,3.2497,3.25,34.5841,34.5911,8.67E-02,98.6464,1.00E-12,38.009,11.819
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1470.884,3.2493,3.2496,34.5841,34.5912,8.78E-02,98.6461,1.00E-12,38.057,11.834
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1471.897,3.2485,3.2487,34.584,34.5911,8.76E-02,98.6301,1.00E-12,37.995,11.814
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1472.91,3.247,3.2471,34.5841,34.5912,8.53E-02,98.6398,1.00E-12,37.852,11.77
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1473.923,3.2455,3.2457,34.5841,34.5911,8.77E-02,98.6442,1.00E-12,37.961,11.803
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1474.936,3.2401,3.2401,34.5845,34.5915,8.65E-02,98.6438,1.00E-12,37.945,11.796
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1475.949,3.2394,3.2396,34.5846,34.5917,8.76E-02,98.6324,1.00E-12,37.988,11.81
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1476.962,3.2394,3.2396,34.5845,34.5915,8.90E-02,98.6318,1.00E-12,38.171,11.866
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1477.975,3.2361,3.2363,34.5846,34.5918,8.52E-02,98.6475,1.00E-12,38.181,11.868
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1478.988,3.2341,3.2342,34.5847,34.5919,8.91E-02,98.6529,1.00E-12,38.267,11.895
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1480.001,3.2302,3.2304,34.5849,34.5921,8.71E-02,98.6529,1.00E-12,38.335,11.915
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1481.014,3.2269,3.227,34.5852,34.5923,8.76E-02,98.6483,1.00E-12,38.282,11.897
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1482.027,3.2253,3.2256,34.5853,34.5923,8.70E-02,98.652,1.00E-12,38.487,11.961
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1483.041,3.2231,3.2232,34.5855,34.5925,8.78E-02,98.6529,1.00E-12,38.592,11.993
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1484.054,3.2189,3.219,34.5856,34.5927,8.67E-02,98.6529,1.00E-12,38.471,11.954
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1485.067,3.2167,3.217,34.5857,34.5928,8.67E-02,98.6529,1.00E-12,38.795,12.054
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1486.08,3.2154,3.2152,34.5857,34.5928,8.83E-02,98.6546,1.00E-12,38.83,12.065
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1487.093,3.2146,3.215,34.5858,34.5929,8.70E-02,98.6539,1.00E-12,38.776,12.047
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1488.106,3.2146,3.2147,34.5858,34.5929,8.79E-02,98.6541,1.00E-12,38.878,12.079
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1489.119,3.2146,3.2148,34.5856,34.5927,8.63E-02,98.6516,1.00E-12,38.921,12.092
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1490.133,3.2145,3.2146,34.5857,34.5928,8.53E-02,98.6517,1.00E-12,38.801,12.055
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1491.146,3.2144,3.2145,34.5856,34.5928,8.67E-02,98.6529,1.00E-12,39.041,12.13
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1492.159,3.2142,3.2145,34.5857,34.5928,8.57E-02,98.6529,1.00E-12,38.935,12.097
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1493.172,3.2143,3.2146,34.5857,34.5928,8.79E-02,98.6529,1.00E-12,38.891,12.083
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1494.185,3.2144,3.2145,34.5856,34.5928,8.67E-02,98.6529,1.00E-12,38.835,12.066
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1495.198,3.2146,3.2147,34.5856,34.5928,8.75E-02,98.6529,1.00E-12,38.912,12.09
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1496.212,3.2133,3.2135,34.5858,34.5929,8.74E-02,98.6421,1.00E-12,38.966,12.106
SKQ201617S,sta007,12/26/2016,21:44,-107.29836,16.99876,3320,1497.225,3.2118,3.212,34.5858,34.5929,8.80E-02,98.6517,1.00E-12,38.945,12.099
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1498.238,3.2116,3.2119,34.5857,34.5928,8.71E-02,98.6529,1.00E-12,38.929,12.094
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1499.251,3.2103,3.2105,34.5857,34.5929,8.85E-02,98.6521,1.00E-12,39.031,12.125
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1500.264,3.2089,3.2091,34.5858,34.5928,8.73E-02,98.6539,1.00E-12,39.014,12.12
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1501.278,3.2046,3.2049,34.5861,34.5931,8.62E-02,98.6529,1.00E-12,39.26,12.195
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1502.291,3.203,3.2032,34.586,34.5932,8.52E-02,98.654,1.00E-12,39.334,12.217
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1503.304,3.202,3.2023,34.5861,34.5931,8.84E-02,98.6539,1.00E-12,39.267,12.196
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1504.317,3.2013,3.2015,34.586,34.5931,8.66E-02,98.6529,1.00E-12,39.198,12.175
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1505.33,3.1999,3.2001,34.586,34.5931,8.66E-02,98.6529,1.00E-12,39.479,12.261
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1506.344,3.1955,3.1958,34.5863,34.5934,8.70E-02,98.6529,1.00E-12,39.524,12.274
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1507.357,3.2001,3.2005,34.5858,34.5929,8.70E-02,98.6481,1.00E-12,39.478,12.261
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1508.37,3.1918,3.1921,34.5863,34.5933,8.71E-02,98.6414,1.00E-12,39.79,12.356
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1509.383,3.1907,3.191,34.5863,34.5932,8.79E-02,98.6525,1.00E-12,39.88,12.383
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1510.396,3.1901,3.1903,34.5863,34.5933,8.75E-02,98.6488,1.00E-12,39.953,12.406
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1511.41,3.1896,3.1899,34.5864,34.5934,8.77E-02,98.646,1.00E-12,39.906,12.391
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1512.423,3.1863,3.1866,34.5866,34.5936,8.66E-02,98.6474,1.00E-12,39.921,12.395
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1513.436,3.1848,3.1836,34.5867,34.5938,8.73E-02,98.6378,1.00E-12,40.101,12.45
SKQ201617S,sta007,12/26/2016,21:44,-107.29834,16.99876,3320,1514.45,3.183,3.1848,34.5866,34.5935,8.81E-02,98.6436,1.00E-12,40.202,12.481
SKQ201617S,sta007,12/26/2016,21:44,-107.29835,16.99876,3320,1515.463,3.1836,3.1835,34.5862,34.5934,8.70E-02,98.6468,1.00E-12,40.223,12.488
SKQ201617S,sta007,12/26/2016,21:44,-107.29837,16.99876,3320,1516.476,3.1822,3.1831,34.5862,34.5933,8.45E-02,98.657,1.00E-12,40.211,12.483
SKQ201617S,sta008,12/27/2016,3:20,-107.14637,16.53994,3512,3.018,29.1454,29.1453,33.5951,33.6045,3.18E-01,95.8184,1.00E-12,197.215,101.126
SKQ201617S,sta008,12/27/2016,3:20,-107.14638,16.53994,3512,4.024,29.1442,29.1443,33.5938,33.6036,3.35E-01,95.751,1.00E-12,197.635,101.338
SKQ201617S,sta008,12/27/2016,3:20,-107.14638,16.53994,3512,5.03,29.1451,29.1448,33.5917,33.6011,3.06E-01,95.816,1.00E-12,197.635,101.338
SKQ201617S,sta008,12/27/2016,3:20,-107.14638,16.53994,3512,6.036,29.1466,29.1461,33.5917,33.601,3.16E-01,95.7656,1.00E-12,197.803,101.427
SKQ201617S,sta008,12/27/2016,3:20,-107.14638,16.53994,3512,7.042,29.1464,29.1462,33.5922,33.6015,2.95E-01,95.8378,1.00E-12,197.842,101.447
SKQ201617S,sta008,12/27/2016,3:20,-107.14639,16.53994,3512,8.048,29.1461,29.1462,33.5922,33.6016,3.03E-01,95.838,1.00E-12,197.434,101.237
SKQ201617S,sta008,12/27/2016,3:20,-107.1464,16.53994,3512,9.054,29.1462,29.1461,33.5922,33.6018,3.09E-01,95.8114,1.00E-12,197.724,101.387
SKQ201617S,sta008,12/27/2016,3:20,-107.1464,16.53994,3512,10.06,29.1467,29.1464,33.5927,33.6021,3.09E-01,95.7874,1.00E-12,197.65,101.349
SKQ201617S,sta008,12/27/2016,3:20,-107.1464,16.53994,3512,11.066,29.1485,29.1483,33.5949,33.6041,2.82E-01,95.803,1.00E-12,197.924,101.494
SKQ201617S,sta008,12/27/2016,3:20,-107.1464,16.53994,3512,12.072,29.1487,29.1485,33.5949,33.604,3.03E-01,95.865,1.00E-12,197.469,101.262
SKQ201617S,sta008,12/27/2016,3:20,-107.1464,16.53994,3512,13.078,29.1488,29.1486,33.5946,33.6039,2.89E-01,95.8526,1.00E-12,197.375,101.214
SKQ201617S,sta008,12/27/2016,3:20,-107.1464,16.53994,3512,14.084,29.1501,29.15,33.5946,33.604,2.93E-01,95.7338,1.00E-12,197.312,101.183
SKQ201617S,sta008,12/27/2016,3:20,-107.1464,16.53994,3512,15.09,29.1501,29.15,33.5947,33.6042,2.94E-01,95.8216,1.00E-12,197.545,101.303
SKQ201617S,sta008,12/27/2016,3:20,-107.14642,16.53994,3512,16.096,29.1502,29.1499,33.5948,33.6042,3.47E-01,95.8204,1.00E-12,197.536,101.298
SKQ201617S,sta008,12/27/2016,3:20,-107.14642,16.53994,3512,17.102,29.1492,29.1492,33.5939,33.6044,2.89E-01,95.7661,1.00E-12,197.801,101.432
SKQ201617S,sta008,12/27/2016,3:20,-107.14644,16.53994,3512,18.108,29.1501,29.1497,33.5947,33.6045,2.89E-01,95.8501,1.00E-12,197.54,101.3
SKQ201617S,sta008,12/27/2016,3:20,-107.14644,16.53994,3512,19.114,29.151,29.1509,33.5947,33.6039,2.98E-01,95.8669,1.00E-12,197.452,101.256
