Cruise,Station,mon/dd/yyyy,hh:mm,Longitude [degrees east],Latitude [degrees north],Bottom Depth [m],Pressure [db],Temperature [degrees C],Temperature 2 [degrees C],Salinity [psu],Salinity 2 [psu],Fluorescense [mg/m^3],Beam Transmission [%],PAR,Oxygen [umol/kg],Oxygen [% saturation]
SKQ201617S,sta004,12/25/2016,17:01,-108.36452,19.994,3495,278.89,11.1953,11.1959,34.7269,34.7348,7.73E-02,98.3144,1.00E-12,0.364,0.136
SKQ201617S,sta004,12/25/2016,17:01,-108.36452,19.994,3495,279.898,11.1731,11.1741,34.7263,34.7339,7.59E-02,98.3132,1.00E-12,0.356,0.133
SKQ201617S,sta004,12/25/2016,17:01,-108.36452,19.994,3495,280.905,11.1598,11.1608,34.7249,34.7326,7.50E-02,98.3279,1.00E-12,0.299,0.111
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,281.913,11.1312,11.1315,34.724,34.7318,7.54E-02,98.3264,1.00E-12,0.369,0.137
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,282.92,11.1164,11.1172,34.7226,34.7304,7.55E-02,98.3283,1.00E-12,0.351,0.131
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,283.928,11.0908,11.0912,34.7211,34.7289,7.68E-02,98.314,1.00E-12,0.355,0.132
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,284.935,11.0552,11.0553,34.7184,34.7259,7.59E-02,98.333,1.00E-12,0.342,0.127
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,285.943,11.0178,11.0183,34.7172,34.7248,7.64E-02,98.334,1.00E-12,0.314,0.117
SKQ201617S,sta004,12/25/2016,17:01,-108.36451,19.994,3495,286.95,11.0082,11.0084,34.7167,34.7245,7.61E-02,98.3423,1.00E-12,0.332,0.123
SKQ201617S,sta004,12/25/2016,17:01,-108.36452,19.994,3495,287.958,11.005,11.0047,34.7157,34.7234,7.67E-02,98.3408,1.00E-12,0.365,0.135
SKQ201617S,sta004,12/25/2016,17:01,-108.36452,19.994,3495,288.966,10.9964,10.9969,34.7147,34.7225,7.66E-02,98.3404,1.00E-12,0.344,0.128
SKQ201617S,sta004,12/25/2016,17:01,-108.36452,19.994,3495,289.973,10.9687,10.9712,34.7127,34.7204,7.73E-02,98.3482,1.00E-12,0.321,0.119
SKQ201617S,sta004,12/25/2016,17:01,-108.36452,19.994,3495,290.981,10.9565,10.957,34.7122,34.7199,7.58E-02,98.3548,1.00E-12,0.297,0.11
SKQ201617S,sta004,12/25/2016,17:01,-108.36451,19.994,3495,291.988,10.9493,10.9493,34.7112,34.719,7.50E-02,98.3402,1.00E-12,0.32,0.119
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,292.996,10.9378,10.938,34.7103,34.7181,7.53E-02,98.3523,1.00E-12,0.283,0.105
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,294.003,10.9342,10.9342,34.7099,34.7176,7.73E-02,98.3496,1.00E-12,0.313,0.116
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,295.011,10.9324,10.9327,34.7096,34.7173,7.77E-02,98.3623,1.00E-12,0.3,0.111
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,296.019,10.9302,10.9309,34.7091,34.717,7.53E-02,98.3596,1.00E-12,0.279,0.104
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,297.026,10.9214,10.9218,34.7083,34.7161,7.51E-02,98.3642,1.00E-12,0.336,0.125
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,298.034,10.8979,10.8978,34.7076,34.7154,7.61E-02,98.367,1.00E-12,0.306,0.113
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,299.041,10.8881,10.8882,34.7075,34.7151,7.67E-02,98.3668,1.00E-12,0.272,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,300.049,10.878,10.8782,34.7068,34.7146,7.60E-02,98.3667,1.00E-12,0.267,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,301.057,10.8722,10.8724,34.7062,34.7139,7.55E-02,98.3639,1.00E-12,0.272,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,302.064,10.8679,10.868,34.7056,34.7133,7.73E-02,98.3655,1.00E-12,0.304,0.113
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,303.072,10.856,10.8562,34.7047,34.7125,7.47E-02,98.3644,1.00E-12,0.273,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,304.079,10.8412,10.8414,34.7039,34.7117,7.72E-02,98.3689,1.00E-12,0.247,0.091
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,305.087,10.8254,10.8257,34.7029,34.7106,7.58E-02,98.373,1.00E-12,0.289,0.107
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,306.095,10.8086,10.8087,34.7019,34.7096,7.84E-02,98.3776,1.00E-12,0.258,0.096
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,307.102,10.7979,10.7981,34.7009,34.7086,7.69E-02,98.3823,1.00E-12,0.259,0.096
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,308.11,10.7842,10.7841,34.7002,34.7078,7.71E-02,98.3857,1.00E-12,0.232,0.086
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,309.117,10.7805,10.7805,34.6997,34.7075,7.58E-02,98.3825,1.00E-12,0.262,0.097
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,310.125,10.7753,10.7755,34.6993,34.7071,7.71E-02,98.3682,1.00E-12,0.289,0.107
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,311.133,10.7703,10.7705,34.6988,34.7066,7.76E-02,98.3795,1.00E-12,0.312,0.116
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,312.141,10.765,10.7653,34.6983,34.7059,7.58E-02,98.3824,1.00E-12,0.236,0.087
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,313.148,10.7622,10.7625,34.6979,34.7057,7.81E-02,98.3861,1.00E-12,0.272,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,314.156,10.7576,10.7578,34.6974,34.7052,7.67E-02,98.3917,1.00E-12,0.259,0.096
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,315.163,10.7504,10.751,34.697,34.7048,7.62E-02,98.3756,1.00E-12,0.285,0.105
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,316.171,10.7394,10.7396,34.6955,34.7031,7.68E-02,98.3856,1.00E-12,0.318,0.117
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,317.179,10.7025,10.7021,34.6919,34.6994,7.80E-02,98.3791,1.00E-12,0.219,0.081
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,318.186,10.6361,10.636,34.6875,34.6951,7.57E-02,98.3801,1.00E-12,0.289,0.106
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,319.194,10.5998,10.5998,34.6858,34.6934,7.70E-02,98.3995,1.00E-12,0.275,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,320.202,10.5767,10.5759,34.6831,34.6908,7.57E-02,98.4147,1.00E-12,0.243,0.089
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,321.21,10.5656,10.5658,34.6822,34.6899,7.56E-02,98.4246,1.00E-12,0.256,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,322.217,10.5602,10.5604,34.6816,34.6894,7.64E-02,98.4197,1.00E-12,0.27,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,323.225,10.558,10.5582,34.6813,34.6889,7.87E-02,98.4187,1.00E-12,0.243,0.089
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,324.233,10.5543,10.5545,34.6806,34.6883,7.75E-02,98.4228,1.00E-12,0.281,0.103
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,325.241,10.5479,10.5481,34.6801,34.6878,7.99E-02,98.4178,1.00E-12,0.255,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.3645,19.994,3495,326.248,10.5443,10.5446,34.6796,34.6873,7.86E-02,98.4177,1.00E-12,0.267,0.098
SKQ201617S,sta004,12/25/2016,17:01,-108.36449,19.994,3495,327.256,10.5358,10.5362,34.6787,34.6865,7.98E-02,98.4177,1.00E-12,0.252,0.092
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,328.264,10.5322,10.5324,34.6784,34.686,7.74E-02,98.4271,1.00E-12,0.254,0.093
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,329.272,10.5296,10.5299,34.678,34.6857,8.09E-02,98.438,1.00E-12,0.265,0.097
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,330.279,10.5245,10.5243,34.6773,34.6849,8.08E-02,98.4413,1.00E-12,0.258,0.095
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,331.287,10.506,10.5061,34.6766,34.6842,8.06E-02,98.4392,1.00E-12,0.269,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,332.295,10.492,10.4923,34.6754,34.6831,8.00E-02,98.4378,1.00E-12,0.272,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,333.303,10.4796,10.4798,34.6742,34.6819,7.98E-02,98.4409,1.00E-12,0.246,0.09
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,334.31,10.4492,10.4493,34.6729,34.6807,7.92E-02,98.4289,1.00E-12,0.279,0.102
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,335.318,10.4038,10.404,34.6695,34.6769,7.96E-02,98.4428,1.00E-12,0.257,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,336.326,10.3709,10.3708,34.6683,34.6758,7.84E-02,98.4345,1.00E-12,0.262,0.096
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,337.334,10.3618,10.3624,34.6674,34.675,7.98E-02,98.4296,1.00E-12,0.291,0.107
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,338.341,10.3529,10.3525,34.6652,34.6728,8.09E-02,98.4461,1.00E-12,0.289,0.106
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,339.349,10.2637,10.263,34.6596,34.6671,7.82E-02,98.4452,1.00E-12,0.237,0.087
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,340.357,10.2288,10.2288,34.6583,34.6658,8.02E-02,98.4531,1.00E-12,0.272,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,341.365,10.2142,10.2143,34.6565,34.6643,8.06E-02,98.4633,1.00E-12,0.253,0.092
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,342.373,10.201,10.2013,34.6553,34.6629,8.06E-02,98.4689,1.00E-12,0.285,0.104
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,343.38,10.1939,10.1942,34.6539,34.6616,7.88E-02,98.4471,1.00E-12,0.263,0.096
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,344.388,10.1848,10.185,34.6526,34.6602,7.95E-02,98.4608,1.00E-12,0.246,0.09
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,345.396,10.1737,10.1737,34.6513,34.659,7.82E-02,98.4564,1.00E-12,0.276,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,346.404,10.166,10.1662,34.6504,34.658,8.04E-02,98.4681,1.00E-12,0.272,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,347.412,10.1582,10.1582,34.6493,34.6567,7.90E-02,98.47,1.00E-12,0.247,0.09
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,348.419,10.1444,10.1446,34.6482,34.6559,8.04E-02,98.4638,1.00E-12,0.258,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,349.427,10.1295,10.1294,34.6467,34.6543,7.82E-02,98.4713,1.00E-12,0.267,0.097
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,350.435,10.1109,10.1109,34.646,34.6536,7.86E-02,98.4844,1.00E-12,0.266,0.097
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,351.443,10.1058,10.1058,34.6454,34.653,8.00E-02,98.4697,1.00E-12,0.248,0.09
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,352.451,10.1015,10.1013,34.6449,34.6526,7.94E-02,98.4711,1.00E-12,0.267,0.097
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,353.459,10.0933,10.0933,34.6437,34.6513,7.99E-02,98.4736,1.00E-12,0.261,0.095
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,354.467,10.0832,10.0834,34.6431,34.6506,8.00E-02,98.473,1.00E-12,0.27,0.098
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,355.475,10.0758,10.0758,34.6428,34.6503,8.02E-02,98.4763,1.00E-12,0.248,0.09
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,356.483,10.0691,10.0693,34.642,34.6496,8.13E-02,98.4837,1.00E-12,0.271,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,357.49,10.052,10.052,34.6408,34.6484,7.83E-02,98.4727,1.00E-12,0.282,0.103
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,358.498,10.035,10.0352,34.6409,34.6485,7.91E-02,98.4786,1.00E-12,0.243,0.088
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,359.506,10.027,10.0276,34.64,34.6477,7.96E-02,98.4885,1.00E-12,0.259,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,360.514,10.0004,10.0007,34.6396,34.6472,8.05E-02,98.4713,1.00E-12,0.26,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,361.522,9.992,9.9922,34.6397,34.6473,8.04E-02,98.4879,1.00E-12,0.26,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,362.53,9.9888,9.989,34.6396,34.6472,8.03E-02,98.4902,1.00E-12,0.26,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,363.538,9.9877,9.9879,34.6393,34.647,7.91E-02,98.4878,1.00E-12,0.266,0.096
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,364.546,9.972,9.9719,34.6397,34.6476,7.95E-02,98.4881,1.00E-12,0.286,0.104
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,365.554,9.9453,9.9451,34.6406,34.6483,7.91E-02,98.4865,1.00E-12,0.243,0.088
SKQ201617S,sta004,12/25/2016,17:01,-108.36448,19.994,3495,366.561,9.9246,9.9246,34.6406,34.6484,8.21E-02,98.491,1.00E-12,0.26,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.99398,3495,367.569,9.9082,9.9083,34.6403,34.6479,8.04E-02,98.4829,1.00E-12,0.26,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.99398,3495,368.577,9.8972,9.8974,34.6398,34.6474,8.12E-02,98.4765,1.00E-12,0.26,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.99398,3495,369.585,9.8918,9.8921,34.6394,34.6471,8.07E-02,98.4859,1.00E-12,0.26,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,370.593,9.8861,9.8863,34.639,34.6468,7.83E-02,98.4747,1.00E-12,0.268,0.097
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,371.601,9.8738,9.8739,34.6388,34.6464,8.21E-02,98.4819,1.00E-12,0.266,0.097
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,372.609,9.867,9.8672,34.6388,34.6463,8.20E-02,98.4731,1.00E-12,0.254,0.092
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,373.617,9.8565,9.8567,34.6384,34.6461,7.87E-02,98.4725,1.00E-12,0.263,0.095
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,374.625,9.853,9.8533,34.6383,34.6459,8.15E-02,98.483,1.00E-12,0.277,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,375.633,9.8522,9.8523,34.638,34.6456,8.11E-02,98.4887,1.00E-12,0.251,0.091
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,376.641,9.8469,9.847,34.6372,34.6448,7.95E-02,98.494,1.00E-12,0.26,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,377.649,9.8317,9.832,34.6365,34.6442,7.91E-02,98.4922,1.00E-12,0.273,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,378.657,9.7912,9.7901,34.6342,34.6419,8.07E-02,98.4722,1.00E-12,0.266,0.096
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,379.665,9.7706,9.7704,34.6339,34.6416,8.09E-02,98.4794,1.00E-12,0.288,0.104
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,380.673,9.7662,9.7665,34.6336,34.6412,8.00E-02,98.4791,1.00E-12,0.275,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.99399,3495,381.681,9.7647,9.7651,34.6334,34.6411,8.04E-02,98.4908,1.00E-12,0.275,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.99398,3495,382.689,9.7631,9.7633,34.6329,34.6406,8.25E-02,98.4887,1.00E-12,0.275,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.99398,3495,383.697,9.7578,9.7567,34.6316,34.6393,8.06E-02,98.4902,1.00E-12,0.275,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.99398,3495,384.705,9.7326,9.7329,34.6303,34.6379,8.29E-02,98.4942,1.00E-12,0.275,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.99398,3495,385.713,9.7294,9.7296,34.6305,34.6381,8.02E-02,98.4854,1.00E-12,0.283,0.102
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,386.721,9.6977,9.6971,34.6274,34.6349,8.09E-02,98.4785,1.00E-12,0.279,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,387.729,9.6764,9.6763,34.6269,34.6347,7.89E-02,98.4575,1.00E-12,0.264,0.095
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,388.737,9.6613,9.6615,34.6256,34.633,8.08E-02,98.4959,1.00E-12,0.271,0.098
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,389.745,9.6346,9.6348,34.6245,34.6321,7.98E-02,98.4873,1.00E-12,0.281,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,390.753,9.6136,9.6137,34.6232,34.6306,8.12E-02,98.4785,1.00E-12,0.276,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,391.761,9.5847,9.585,34.6217,34.6292,8.13E-02,98.4967,1.00E-12,0.276,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36446,19.994,3495,392.769,9.5493,9.5495,34.6214,34.6287,8.02E-02,98.4948,1.00E-12,0.276,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,393.777,9.5325,9.5327,34.6206,34.6281,8.06E-02,98.4975,1.00E-12,0.286,0.103
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,394.786,9.5183,9.5183,34.6185,34.6259,8.04E-02,98.5016,1.00E-12,0.287,0.103
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,395.793,9.4858,9.4858,34.6164,34.6239,8.00E-02,98.496,1.00E-12,0.266,0.095
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,396.801,9.4808,9.4811,34.6174,34.6248,8.15E-02,98.4848,1.00E-12,0.277,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,397.809,9.4618,9.4618,34.6172,34.6246,8.21E-02,98.4958,1.00E-12,0.277,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,398.818,9.4354,9.4355,34.6159,34.6233,8.16E-02,98.4961,1.00E-12,0.274,0.098
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,399.826,9.4105,9.4109,34.6153,34.6226,8.20E-02,98.4918,1.00E-12,0.262,0.094
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,400.834,9.394,9.3941,34.6144,34.6218,8.03E-02,98.4929,1.00E-12,0.287,0.103
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,401.842,9.3819,9.3821,34.6137,34.6211,8.10E-02,98.4953,1.00E-12,0.29,0.104
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,402.85,9.3743,9.3747,34.6128,34.6202,8.18E-02,98.4961,1.00E-12,0.271,0.097
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,403.858,9.3652,9.3654,34.6121,34.6196,8.02E-02,98.4961,1.00E-12,0.278,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,404.866,9.3476,9.348,34.611,34.6184,8.09E-02,98.4961,1.00E-12,0.278,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,405.874,9.3238,9.3242,34.6098,34.6174,8.22E-02,98.4985,1.00E-12,0.278,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,406.882,9.3084,9.3089,34.6089,34.6164,8.07E-02,98.514,1.00E-12,0.278,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.99398,3495,407.891,9.2852,9.2857,34.6077,34.6151,7.91E-02,98.4962,1.00E-12,0.279,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,408.899,9.2717,9.272,34.607,34.6145,8.06E-02,98.5149,1.00E-12,0.279,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,409.907,9.2659,9.267,34.6063,34.614,8.07E-02,98.4938,1.00E-12,0.272,0.097
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,410.915,9.246,9.2455,34.6047,34.6122,7.81E-02,98.495,1.00E-12,0.268,0.096
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,411.923,9.2376,9.2378,34.6046,34.6122,8.00E-02,98.5011,1.00E-12,0.291,0.104
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,412.931,9.236,9.2361,34.6042,34.6117,8.03E-02,98.4961,1.00E-12,0.279,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,413.94,9.2321,9.2317,34.6033,34.6106,8.14E-02,98.4996,1.00E-12,0.29,0.104
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,414.948,9.1887,9.1879,34.5993,34.6067,8.06E-02,98.5104,1.00E-12,0.277,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,415.956,9.1436,9.1442,34.597,34.6045,8.23E-02,98.5129,1.00E-12,0.266,0.095
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,416.964,9.0993,9.0999,34.5927,34.6,8.24E-02,98.5007,1.00E-12,0.29,0.103
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,417.972,9.0203,9.0217,34.5869,34.5941,8.05E-02,98.5199,1.00E-12,0.281,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,418.98,8.9701,8.9706,34.583,34.5904,8.03E-02,98.5471,1.00E-12,0.281,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,419.989,8.925,8.9273,34.58,34.5874,7.92E-02,98.5465,1.00E-12,0.281,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,420.997,8.9033,8.905,34.5789,34.5863,8.06E-02,98.5515,1.00E-12,0.29,0.103
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,422.005,8.9008,8.9012,34.5783,34.5856,7.92E-02,98.5484,1.00E-12,0.285,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,423.013,8.8985,8.899,34.5776,34.5849,7.90E-02,98.5484,1.00E-12,0.257,0.091
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,424.021,8.8951,8.8964,34.5769,34.5843,7.99E-02,98.5484,1.00E-12,0.303,0.107
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,425.029,8.8909,8.8906,34.5762,34.5836,7.77E-02,98.5506,1.00E-12,0.286,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,426.038,8.8876,8.8882,34.5757,34.5831,8.20E-02,98.5565,1.00E-12,0.308,0.109
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,427.046,8.8839,8.8845,34.5752,34.5826,8.02E-02,98.5529,1.00E-12,0.271,0.096
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,428.054,8.8812,8.8802,34.5744,34.5818,8.16E-02,98.5483,1.00E-12,0.307,0.109
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,429.062,8.873,8.8728,34.5734,34.5809,8.18E-02,98.5594,1.00E-12,0.282,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,430.071,8.8627,8.8633,34.5721,34.5795,8.11E-02,98.5651,1.00E-12,0.293,0.104
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,431.079,8.853,8.8534,34.5718,34.5791,8.16E-02,98.5569,1.00E-12,0.302,0.107
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,432.087,8.8528,8.853,34.5727,34.5802,7.92E-02,98.5575,1.00E-12,0.278,0.098
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,433.095,8.8534,8.8537,34.5732,34.5807,8.00E-02,98.5681,1.00E-12,0.28,0.099
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,434.104,8.8511,8.8514,34.5733,34.5809,8.10E-02,98.5744,1.00E-12,0.287,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,435.112,8.8472,8.8471,34.5731,34.5805,8.15E-02,98.5696,1.00E-12,0.277,0.098
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,436.12,8.8427,8.843,34.5727,34.5802,8.06E-02,98.5712,1.00E-12,0.282,0.1
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,437.128,8.8295,8.8296,34.5719,34.5793,8.08E-02,98.5683,1.00E-12,0.285,0.101
SKQ201617S,sta004,12/25/2016,17:01,-108.36444,19.994,3495,438.137,8.8113,8.8113,34.5704,34.5779,7.91E-02,98.5486,1.00E-12,0.3,0.106
