long,lat,depth,press,SA,CT,sigma0
-108.74566,20.99791,49.00008768,49.31,34.84718102,25.3509072,23.0008649
-108.74566,20.9979,50.00063656,50.317,34.84880645,25.32958496,23.00859107
-108.74566,20.9979,51.00018694,51.323,34.8494363,25.31381133,23.01388092
-108.74566,20.9979,51.99973245,52.329,34.8576017,25.24049697,23.0423187
-108.74566,20.99788,53.00026672,53.336,34.88917756,25.12633216,23.10048395
-108.74568,20.99788,53.99980246,54.342,34.96224923,24.94887043,23.20849037
-108.74568,20.99788,55.0003269,55.349,35.07576185,24.81976549,23.33165285
-108.74568,20.99788,55.99985289,56.355,35.20213533,24.73858473,23.44981203
-108.74568,20.99787,57.00036759,57.362,35.28028138,24.69706349,23.52025525
-108.74568,20.99786,57.99988386,58.368,35.28618647,24.63870675,23.54223219
-108.7457,20.99786,59.00038876,59.375,35.29194089,24.63992849,23.54612902
-108.7457,20.99786,59.99989523,60.381,35.29066208,24.62128724,23.55079831
-108.7457,20.99786,61.00039037,61.388,35.29661746,24.57624743,23.56877362
-108.7457,20.99784,61.99988716,62.394,35.30086475,24.50954744,23.59197649
-108.7457,20.99784,63.00037253,63.401,35.30636801,24.49100757,23.60162512
-108.7457,20.99784,63.99985949,64.407,35.32538512,24.51291517,23.60914487
-108.74572,20.99783,65.00033513,65.414,35.32737178,24.49555694,23.61583252
-108.74572,20.99782,65.99981237,66.42,35.3286551,24.48933727,23.61865199
-108.74572,20.99782,67.00027821,67.427,35.33365603,24.49259062,23.621383
-108.74572,20.99781,67.99974571,68.433,35.32454018,24.46378015,23.62327296
-108.74574,20.9978,69.00020182,69.44,35.30296541,24.39583526,23.62764381
-108.74574,20.9978,69.99965952,70.446,35.28490723,24.35463882,23.62658212
-108.74574,20.9978,71.00010583,71.453,35.19340156,23.98524858,23.66861969
-108.74574,20.99778,71.99955386,72.459,34.94424976,22.95800474,23.78313107
-108.74574,20.99778,72.99999041,73.466,34.69449476,21.79907371,23.92435892
-108.74575,20.99778,74.00042208,74.473,34.41540049,20.55819351,24.05335049
-108.74576,20.99776,74.99985548,75.479,34.27013935,19.89626089,24.11904495
-108.74576,20.99776,76.00027738,76.486,34.22611468,19.75270142,24.12335069
-108.74576,20.99775,76.99970099,77.492,34.16823208,19.48940067,24.14790322
-108.74576,20.99774,78.00011318,78.499,34.14913312,19.24433301,24.19631511
-108.74576,20.99774,79.00052044,79.506,34.1667079,18.94868446,24.28457344
-108.74578,20.99774,79.99992937,80.512,34.19227054,18.79044292,24.34367672
-108.74578,20.99772,81.00032697,81.519,34.22411306,18.72281728,24.38462712
-108.74578,20.99772,81.99972615,82.525,34.28037141,18.65152147,24.4448565
-108.74578,20.99771,83.00011394,83.532,34.29814739,18.63264342,24.46296912
-108.74578,20.9977,84.00049685,84.539,34.30627765,18.62151176,24.47187726
-108.74578,20.9977,84.99988141,85.545,34.32631439,18.61969156,24.48742618
-108.74579,20.9977,86.00025451,86.552,34.34253309,18.61783389,24.50010848
-108.7458,20.99768,86.99962942,87.558,34.36086182,18.6084044,24.51627394
-108.7458,20.99768,87.99999276,88.565,34.40486256,18.61133227,24.54868921
-108.7458,20.99766,89.00035133,89.572,34.45318394,18.61247959,24.58480475
-108.7458,20.99766,89.99971151,90.578,34.51321102,18.60812443,24.63111672
-108.7458,20.99766,91.00006021,91.585,34.53269557,18.59375716,24.64939254
-108.74582,20.99765,92.00040409,92.592,34.55660119,18.57240316,24.67274677
-108.74582,20.99764,92.99974971,93.598,34.59206179,18.527738,24.71063249
-108.74582,20.99764,94.00008377,94.605,34.61466133,18.47895196,24.7398433
-108.74582,20.99762,95.00041307,95.612,34.63027769,18.42421948,24.76525561
-108.74582,20.99762,95.99974401,96.618,34.63037017,18.18814446,24.8238722
-108.74583,20.99762,97.00006344,97.625,34.60981439,17.62722341,24.94550042
-108.74584,20.99762,98.00037799,98.632,34.59372986,17.24227728,25.02584564
-108.74584,20.99761,98.99969437,99.638,34.56860216,16.92213521,25.08274795
-108.74584,20.9976,99.99999922,100.645,34.57648171,16.82043706,25.11263784
-108.74585,20.99759,101.0002992,101.652,34.56259851,16.73129424,25.12301578
-108.74586,20.99758,101.999601,102.658,34.55087059,16.65440027,25.13209381
-108.74586,20.99758,102.9998911,103.665,34.55049681,16.63023182,25.1374453
-108.74586,20.99758,104.0001764,104.672,34.56856094,16.61657083,25.15431656
-108.74586,20.99756,105.0004569,105.679,34.59014186,16.46078713,25.2068592
-108.74586,20.99756,105.9997391,106.685,34.59408869,16.33305294,25.23936286
-108.74587,20.99756,107.0000098,107.692,34.60999259,16.00091548,25.32748418
-108.74588,20.99755,108.0002756,108.699,34.61544666,15.92328119,25.34926006
-108.74588,20.99754,109.0005366,109.706,34.6284367,15.8831669,25.36821627
-108.74588,20.99754,109.9997993,110.712,34.64494352,15.87612421,25.38234754
-108.74588,20.99754,111.0000505,111.719,34.66069679,15.8852565,25.39224315
-108.74588,20.99754,112.0002967,112.726,34.66569876,15.87691463,25.39793169
-108.74588,20.99753,113.0005382,113.733,34.67642809,15.8570198,25.41058525
-108.74589,20.99752,113.9997815,114.739,34.70343514,15.79814136,25.44441252
-108.7459,20.99752,115.0000131,115.746,34.73164803,15.76084042,25.4742662
-108.7459,20.99752,116.0002399,116.753,34.758404,15.75258453,25.49645695
-108.7459,20.99752,117.0004618,117.76,34.7887773,15.69743074,25.53196572
-108.7459,20.99752,118.0006788,118.767,34.8361318,15.67269235,25.57352085
-108.7459,20.99752,118.9998976,119.773,34.84856946,15.63381284,25.59171658
-108.7459,20.99751,120.000105,120.78,34.8656795,15.5364674,25.62655624
-108.7459,20.9975,121.0003074,121.787,34.87073191,15.47608541,25.64389864
-108.7459,20.9975,121.9995117,122.793,34.86136535,15.38712808,25.65660369
-108.74591,20.9975,122.9997043,123.8,34.86460912,15.27130263,25.68477959
-108.74592,20.9975,123.9998921,124.807,34.8800613,15.17261993,25.71834725
-108.74592,20.9975,125.0000749,125.814,34.88697263,15.12909884,25.73319863
-108.74592,20.99749,126.000253,126.821,34.88699118,15.12119633,25.73495238
-108.74592,20.99748,127.0004262,127.828,34.88961998,15.10562953,25.74037883
-108.74592,20.99748,128.0005945,128.835,34.89526322,15.10633336,25.74452019
-108.74592,20.99748,128.9997647,129.841,34.90045429,15.06900774,25.75667716
-108.74592,20.99748,129.9999232,130.848,34.90197781,15.04482216,25.76314694
-108.74592,20.99748,131.0000768,131.855,34.9029487,15.01055368,25.77140047
-108.74592,20.99748,132.0002256,132.862,34.91703237,14.91247598,25.80357495
-108.74592,20.99748,133.0003694,133.869,34.92292683,14.85879375,25.81976841
-108.74592,20.99748,134.0005084,134.876,34.92711313,14.84654161,25.82562535
-108.74594,20.99746,135.0006427,135.883,34.92923956,14.84383773,25.827834
-108.74594,20.99746,135.9997788,136.889,34.94467974,14.80956403,25.84705324
-108.74594,20.99746,136.9999032,137.896,34.95790937,14.69178243,25.88267444
-108.74594,20.99746,138.0000227,138.903,34.96717,14.65107072,25.89853266
-108.74594,20.99746,139.0001374,139.91,34.96487527,14.57381289,25.91343829
-108.74594,20.99745,140.0002472,140.917,34.97318134,14.51103948,25.93326504
-108.74594,20.99744,141.0003522,141.924,34.97636285,14.46618489,25.94531078
-108.74594,20.99744,142.0004522,142.931,35.00315754,14.5151523,25.95524487
-108.74594,20.99744,143.0005474,143.938,35.01322206,14.52479999,25.96084845
-108.74594,20.99744,144.0006376,144.945,35.01454469,14.46150465,25.97543943
-108.74594,20.99744,144.9997299,145.951,35.01250116,14.37240897,25.9929355
-108.74595,20.99744,145.9998104,146.958,35.0065891,14.31748792,26.00013269
-108.74596,20.99744,146.9998861,147.965,35.00178234,14.26828693,26.00692872
-108.74596,20.99743,147.999957,148.972,34.98506847,14.16001112,26.01711608
-108.74596,20.99742,149.000023,149.979,34.9699623,14.00562493,26.03810229
-108.74596,20.99742,150.000084,150.986,34.96530623,13.96821418,26.04239168
-108.74596,20.99742,151.0001402,151.993,34.96014049,13.9370118,26.04497874
-108.74596,20.99742,152.0001915,153,34.95155826,13.88910178,26.04843466
-108.74596,20.99741,153.000238,154.007,34.94689482,13.86058602,26.05082024
-108.74596,20.9974,154.0002797,155.014,34.94203041,13.81838436,26.05589264
-108.74596,20.9974,155.0003164,156.021,34.94254179,13.80283793,26.05951739
-108.74596,20.9974,156.0003482,157.028,34.94501258,13.79943706,26.06211317
-108.74596,20.9974,157.0003751,158.035,34.94014817,13.74409584,26.069886
-108.74596,20.9974,158.0003972,159.042,34.92759687,13.65940648,26.07781667
-108.74597,20.9974,159.0004144,160.049,34.91343785,13.52648864,26.09435467
-108.74598,20.99739,160.0004268,161.056,34.90952801,13.47102693,26.10273208
-108.74598,20.99738,161.0004344,162.063,34.91084324,13.45646464,26.10671866
-108.74598,20.99738,162.000437,163.07,34.90396917,13.37804,26.11747227
-108.74598,20.99738,163.0004347,164.077,34.90091343,13.31341771,26.12828428
-108.74598,20.99738,164.0004275,165.084,34.90343445,13.28743842,26.13549008
-108.74598,20.99738,165.0004155,166.091,34.90178545,13.2643532,26.13891018
-108.74598,20.99738,166.0003986,167.098,34.89968428,13.2425776,26.14171355
-108.74598,20.99738,167.0003768,168.105,34.89788456,13.23138688,26.14260111
-108.74598,20.99736,168.0003504,169.112,34.89402495,13.20695413,26.14458784
-108.74598,20.99736,169.0003189,170.119,34.88966292,13.17563864,26.14757313
-108.74598,20.99736,170.0002825,171.126,34.88665741,13.15448412,26.14953904
-108.74598,20.99736,171.0002413,172.133,34.88309924,13.11430813,26.15490681
-108.74598,20.99736,172.0001952,173.14,34.87024643,12.9860671,26.17078667
-108.74599,20.99736,173.0001442,174.147,34.86583416,12.87222453,26.19010895
-108.746,20.99736,174.0000884,175.154,34.86830493,12.86248915,26.19393891
-108.746,20.99734,175.0000279,176.161,34.86841416,12.86219863,26.1940804
-108.746,20.99734,175.9999623,177.168,34.86897447,12.84551254,26.1978257
-108.746,20.99734,177.0008848,178.176,34.88440621,12.87120457,26.20454965
-108.746,20.99734,177.9998165,179.182,34.90978573,12.9402307,26.21024864
-108.746,20.99734,179.0007293,180.19,34.91511899,12.95146055,26.21209366
-108.746,20.99734,179.9996513,181.196,34.92140681,12.97081093,26.21304527
-108.746,20.99734,181.0005543,182.204,34.92377583,12.97241644,26.21453979
-108.746,20.99733,182.0004596,183.211,34.93955928,13.00119152,26.22087632
-108.746,20.99732,183.0003601,184.218,34.94197854,12.97682184,26.22760884
-108.746,20.99732,184.0002556,185.225,34.94957266,12.94968867,26.23885443
-108.74601,20.99732,185.0001462,186.232,34.95224312,12.93280682,26.24427347
-108.74602,20.99732,186.0000319,187.239,34.94943728,12.90061495,26.24854557
-108.74602,20.99732,186.9999128,188.246,34.94572708,12.83038436,26.25967825
-108.74602,20.99732,187.9997888,189.253,34.9439763,12.77679307,26.26896904
-108.74602,20.9973,189.0006531,190.261,34.94182359,12.7399932,26.27460352
-108.74602,20.9973,190.0005193,191.268,34.95077424,12.73236412,26.28297717
-108.74602,20.9973,191.0003807,192.275,34.95058095,12.68608271,26.29197034
-108.74602,20.9973,192.0002373,193.282,34.9480263,12.65703509,26.29573738
-108.74602,20.9973,193.0000889,194.289,34.94783301,12.64491604,26.29797593
-108.74602,20.9973,193.9999357,195.296,34.94482619,12.59310537,26.30585676
-108.74602,20.9973,195.0007706,196.304,34.94227155,12.55207277,26.31194618
-108.74602,20.9973,196.0006076,197.311,34.93926473,12.53377413,26.31322306
-108.74602,20.99728,197.0004401,198.318,34.93766466,12.52802982,26.31311958
-108.74604,20.99728,198.0002674,199.325,34.93646654,12.5234753,26.3130914
-108.74604,20.99728,199.0000899,200.332,34.93366068,12.50222616,26.31509377
-108.74604,20.99728,199.9999075,201.339,34.93170892,12.45983386,26.32187338
-108.74604,20.99728,201.0007131,202.347,34.93010893,12.44155511,26.32420887
-108.74604,20.99728,202.000521,203.354,34.92981535,12.42344787,26.32751054
-108.74604,20.99728,203.000324,204.361,34.92700968,12.39575772,26.33074388
-108.74604,20.99727,204.0001223,205.368,34.92551029,12.37498077,26.33362999
-108.74604,20.99726,204.9999157,206.375,34.92506598,12.36127223,26.33595034
-108.74604,20.99726,206.0006969,207.383,34.92492312,12.35384928,26.33728104
-108.74604,20.99726,207.0004805,208.39,34.92478026,12.35007195,26.33790411
-108.74604,20.99726,208.0002592,209.397,34.92343159,12.33863073,26.33908707
-108.74604,20.99726,209.000033,210.404,34.92223365,12.3255884,26.34069463
-108.74605,20.99726,210.0007948,211.412,34.92128693,12.31953164,26.34114074
-108.74606,20.99725,211.000559,212.419,34.92044068,12.30982761,26.34236971
-108.74606,20.99724,212.0003184,213.426,34.9203983,12.297959,26.3446339
-108.74606,20.99724,213.0000727,214.433,34.9204564,12.2931791,26.34560311
-108.74606,20.99724,213.9998222,215.44,34.91770096,12.25735137,26.3504097
-108.74606,20.99724,215.0005597,216.448,34.91720641,12.2089417,26.35936397
-108.74606,20.99724,216.0002994,217.455,34.9170133,12.16237417,26.36817297
-108.74606,20.99723,217.0000345,218.462,34.91687044,12.15095875,26.37025573
-108.74606,20.99722,218.0007574,219.47,34.91602419,12.14709825,26.37034666
-108.74606,20.99722,219.0004826,220.477,34.91583108,12.13843041,26.37186189
-108.74606,20.99722,220.0002029,221.484,34.91588918,12.13644805,26.37228691
-108.74608,20.99722,220.9999184,222.491,34.91609801,12.13571073,26.37258885
-108.74608,20.99722,221.999629,223.498,34.91670877,12.13581356,26.37303846
-108.74608,20.99722,223.0003275,224.506,34.91742002,12.13666302,26.37342203
-108.74608,20.99722,224.0000284,225.513,34.91592063,12.11109753,26.3771719
-108.74608,20.99722,224.9997244,226.52,34.9136676,12.08165413,26.381078
-108.74608,20.9972,226.0004086,227.528,34.91161555,12.0604449,26.38355643
-108.74608,20.9972,227.0000948,228.535,34.91097026,12.05398467,26.38429487
-108.74608,20.9972,228.000769,229.543,34.91027474,12.04607755,26.38527059
-108.74608,20.9972,229.0004456,230.55,34.90972994,12.03771808,26.38644787
-108.74608,20.9972,230.0001173,231.557,34.90898417,12.0298623,26.38737386
-108.74608,20.99719,231.000777,232.565,34.90808768,12.01042669,26.39039131
-108.74608,20.99718,232.0004391,233.572,34.9082965,11.99670939,26.39316566
-108.74609,20.99718,233.0000962,234.579,34.90925896,11.99056492,26.39507582
-108.7461,20.99718,233.9997484,235.586,34.90856343,11.9734724,26.39779446
-108.7461,20.99718,235.0003885,236.594,34.90892298,11.94717132,26.40307144
-108.7461,20.99718,236.0000311,237.601,34.90757431,11.92230512,26.40675583
-108.7461,20.99717,237.0006616,238.609,34.90813483,11.89879642,26.41164495
-108.7461,20.99716,238.0002945,239.616,34.90784124,11.87945006,26.41508385
-108.7461,20.99716,238.9999225,240.623,34.90815055,11.87022552,26.4170678
-108.7461,20.99716,240.0005382,241.631,34.90931398,11.86542594,26.41887078
-108.7461,20.99716,241.0001565,242.638,34.91002522,11.8620839,26.42005006
-108.7461,20.99716,241.9997698,243.645,34.91018381,11.85795487,26.42095301
-108.7461,20.99716,243.000371,244.653,34.90978974,11.8488953,26.42236289
-108.7461,20.99714,243.999975,245.66,34.90839081,11.82543023,26.42571981
-108.7461,20.99714,245.0005664,246.668,34.90769529,11.80165096,26.4296715
-108.7461,20.99714,246.0001603,247.675,34.90619588,11.77778933,26.4330146
-108.7461,20.99714,246.9997494,248.682,34.9058018,11.7554023,26.43692498
-108.74611,20.99714,248.0003263,249.69,34.90385022,11.74532831,26.43731786
-108.74612,20.99714,248.9999056,250.697,34.90164743,11.69043323,26.44592809
-108.74612,20.99714,250.0004727,251.705,34.90054996,11.67535002,26.44790976
-108.74612,20.99714,251.0000424,252.712,34.8993031,11.65972118,26.44987623
-108.74612,20.99713,252.0005999,253.72,34.89670026,11.6437714,26.45085655
-108.74612,20.99712,253.00016,254.727,34.89183651,11.6069042,26.45399932
-108.74612,20.99712,253.999715,255.734,34.88853027,11.57874015,26.45670565
-108.74612,20.99712,255.0002578,256.742,34.88653033,11.5649248,26.45773904
-108.74612,20.99712,256.0007958,257.75,34.88211877,11.52705059,26.46138642
-108.74612,20.9971,257.0003366,258.757,34.88026955,11.49236817,26.46640008
-108.74612,20.9971,257.9998722,259.764,34.87907347,11.48108264,26.46757117
-108.74613,20.9971,259.0003955,260.772,34.87928419,11.47351153,26.46913628
-108.74614,20.9971,259.9999215,261.779,34.8742697,11.43310572,26.47275125
-108.74614,20.9971,261.0004351,262.787,34.87071225,11.37679763,26.48040291
-108.74614,20.9971,261.9999513,263.794,34.86846108,11.35091037,26.48343551
-108.74614,20.9971,263.0004552,264.802,34.86912398,11.32481372,26.48874482
-108.74614,20.9971,263.9999616,265.809,34.8705405,11.30374332,26.49370573
-108.74614,20.99709,265.000456,266.817,34.86974636,11.30278281,26.49327012
-108.74614,20.99708,265.9999529,267.824,34.86920343,11.3024661,26.4929099
-108.74614,20.99708,267.0004374,268.832,34.86680155,11.28965983,26.49340858
-108.74614,20.99708,267.9999244,269.839,34.86585668,11.27747279,26.49491475
-108.74614,20.99708,269.0003991,270.847,34.86395721,11.26305939,26.49609147
-108.74616,20.99706,269.9998768,271.854,34.86215822,11.23332202,26.50014611
-108.74616,20.99706,271.0003418,272.862,34.86086166,11.22438672,26.50077997
-108.74616,20.99706,271.9998094,273.869,34.86021824,11.21164528,26.50261146
-108.74616,20.99706,273.0002647,274.877,34.86218744,11.21352359,26.50378623
-108.74616,20.99706,274.0007151,275.885,34.85938361,11.18869874,26.5061555
-108.74616,20.99706,275.0001682,276.892,34.85663,11.15723559,26.50976569
-108.74616,20.99706,276.0006089,277.9,34.85287156,11.12589291,26.51256897
-108.74616,20.99706,277.0000522,278.907,34.84926383,11.08905788,26.51647421
-108.74618,20.99706,278.0004832,279.915,34.8450532,11.04929084,26.52043084
-108.74618,20.99704,278.9999172,280.922,34.83863188,10.99235137,26.52576432
-108.74618,20.99704,280.0003384,281.93,34.83417003,10.93163002,26.53325488
-108.74618,20.99704,281.0007548,282.938,34.83407928,10.90939828,26.53717813
-108.74618,20.99704,282.0001739,283.945,34.83233052,10.88844779,26.53958741
-108.74618,20.99704,283.0005806,284.953,34.83083297,10.86095505,26.54335731
-108.74618,20.99702,283.9999903,285.96,34.8294359,10.8531227,26.54368102
-108.74618,20.99702,285.0003873,286.968,34.82758666,10.84105758,26.54441206
-108.74618,20.99702,286.0007793,287.976,34.82634033,10.83307259,26.54487769
-108.74618,20.99702,287.0001741,288.983,34.8242901,10.82156076,26.54535218
-108.74618,20.99702,288.0005565,289.991,34.82294329,10.79810837,26.54849854
-108.74618,20.99702,288.9999416,290.998,34.82214913,10.78642221,26.54996925
-108.7462,20.99702,290.0003143,292.006,34.82125449,10.77873016,26.55064946
-108.7462,20.99702,291.0006821,293.014,34.81930476,10.75683743,26.55304248
-108.7462,20.997,292.000053,294.021,34.81785744,10.73907687,26.55508387
-108.7462,20.997,293.000411,295.029,34.81701305,10.73243216,26.55561291
-108.7462,20.997,293.9997719,296.036,34.81707301,10.71883373,26.5580745
-108.7462,20.997,295.0001202,297.044,34.82597571,10.74213525,26.56080705
-108.7462,20.997,296.0004637,298.052,34.82975365,10.75076776,26.56218806
-108.7462,20.99698,296.9998104,299.059,34.82981362,10.73881624,26.56435983
-108.7462,20.99698,298.0001442,300.067,34.82932093,10.71150738,26.5688307
-108.7462,20.99698,299.0004731,301.075,34.82998382,10.68771884,26.57356224
-108.7462,20.99698,299.9998048,302.082,34.83059646,10.68169485,26.57510293
-108.7462,20.99698,301.000124,303.09,34.83070696,10.68306529,26.57494539
-108.7462,20.99698,302.0004384,304.098,34.82966478,10.67348148,26.57583869
-108.74622,20.99698,302.9997555,305.105,34.82761773,10.6346294,26.58113184
-108.74622,20.99698,304.0000602,306.113,34.82491753,10.59374495,26.58626324
-108.74622,20.99696,305.0003604,307.121,34.81558526,10.52779438,26.59065946
-108.74622,20.99696,306.0006553,308.129,34.80710711,10.47789303,26.59285976
-108.74623,20.99696,306.999953,309.136,34.80380397,10.43517579,26.59777723
-108.74624,20.99696,308.0002383,310.144,34.80647976,10.43764561,26.59941351
-108.74624,20.99696,309.0005186,311.152,34.80810044,10.41953039,26.60382856
-108.74624,20.99695,309.999802,312.159,34.81223327,10.41478776,26.6078498
-108.74624,20.99694,311.0000728,313.167,34.81194472,10.40474261,26.60937876
-108.74624,20.99694,312.0003386,314.175,34.81029961,10.39008405,26.61066205
-108.74624,20.99694,313.0005996,315.183,34.80945838,10.35695077,26.61577817
-108.74624,20.99694,313.9998634,316.19,34.80761229,10.33621018,26.617955
-108.74624,20.99693,315.0001148,317.198,34.80651985,10.33186877,26.61786433
-108.74624,20.99692,316.0003614,318.206,34.80281476,10.31236162,26.61838465
-108.74624,20.99692,317.0006029,319.214,34.79951162,10.26720414,26.62365039
-108.74624,20.99692,317.9998472,320.221,34.79711284,10.24842083,26.62504192
-108.74624,20.99692,319.0000791,321.229,34.79521651,10.22478886,26.62765457
-108.74624,20.99692,320.000306,322.237,34.79392309,10.21601208,26.62816781
-108.74626,20.99692,321.0005281,323.245,34.79343356,10.21051257,26.62873716
-108.74626,20.99692,321.9997531,324.252,34.79224061,10.20427839,26.62888876
-108.74626,20.99692,322.9999655,325.26,34.78964087,10.16739101,26.6332255
-108.74626,20.9969,324.0001734,326.268,34.78729233,10.14451722,26.63533786
-108.74626,20.9969,325.0003761,327.276,34.78218042,10.09854944,26.63926247
-108.74626,20.99689,326.0005741,328.284,34.78174113,10.0792318,26.64222708
-108.74626,20.99688,326.999775,329.291,34.78115109,10.07603011,26.6423179
-108.74626,20.99688,327.9999632,330.299,34.78101326,10.05775477,26.64533328
-108.74626,20.99688,329.0001464,331.307,34.78137786,10.04385997,26.64798677
-108.74626,20.99688,330.0003248,332.315,34.78083809,10.03272607,26.64946788
-108.74626,20.99688,331.0004984,333.323,34.78165488,10.02720341,26.65104125
-108.74627,20.99688,332.0006671,334.331,34.78146681,10.02364524,26.65150207
-108.74628,20.99688,332.9998387,335.338,34.78152994,10.02117988,26.65197096
-108.74628,20.99688,333.9999977,336.346,34.77958334,9.999298622,26.65418991
-108.74628,20.99688,335.0001519,337.354,34.77859137,9.972212029,26.65802683
-108.74628,20.99686,336.0003016,338.362,34.78001108,9.952163507,26.66252895
-108.74628,20.99686,337.000446,339.37,34.78052642,9.949590324,26.66336433
-108.74628,20.99686,338.0005856,340.378,34.77727349,9.928981758,26.66434004
-108.74628,20.99686,339.0007203,341.386,34.7744225,9.888763345,26.668938
-108.7463,20.99686,339.999858,342.393,34.77162175,9.845950976,26.67399484
-108.7463,20.99684,340.9999835,343.401,34.77007709,9.822967127,26.67666977
-108.7463,20.99684,342.0001037,344.409,34.76993925,9.821155371,26.67686795
-108.7463,20.99684,343.000219,345.417,34.76854533,9.808643425,26.67789327
-108.7463,20.99684,344.0003295,346.425,34.76674945,9.791151423,26.67944222
-108.7463,20.99684,345.0004351,347.433,34.76816917,9.785121287,26.68155433
-108.7463,20.99682,346.0005363,348.441,34.76898596,9.788678652,26.68158949
-108.7463,20.99682,347.0006322,349.449,34.76919983,9.790102515,26.68151597
-108.7463,20.99682,347.9997311,350.456,34.76961466,9.79077459,26.68172433
-108.7463,20.99682,348.9998173,351.464,34.76947682,9.788963067,26.68192185
-108.7463,20.99682,349.9998987,352.472,34.76863557,9.771254682,26.68424282
-108.7463,20.99682,350.9999752,353.48,34.76759373,9.745720067,26.68771631
-108.74632,20.99682,352.0000469,354.488,34.76579866,9.723690955,26.69001322
-108.74632,20.99682,353.0001137,355.496,34.76495822,9.709324913,26.69176408
-108.74632,20.99682,354.0001756,356.504,34.76386655,9.70528737,26.69159311
-108.74632,20.9968,355.0002332,357.512,34.76237294,9.692928611,26.69250007
-108.74632,20.9968,356.0002855,358.52,34.76148225,9.68220463,26.69359973
-108.74632,20.9968,357.0003329,359.528,34.75933546,9.648363574,26.69757612
-108.74632,20.9968,358.0003754,360.536,34.75794233,9.616803201,26.70174539
-108.74632,20.9968,359.0004131,361.544,34.75770481,9.605868467,26.70337743
-108.74632,20.99678,360.0004464,362.552,34.75807021,9.606542543,26.70354866
-108.74632,20.99678,361.0004744,363.56,34.7573805,9.600902536,26.70395048
-108.74632,20.99678,362.0004976,364.568,34.75518346,9.569956642,26.70737913
-108.74632,20.99678,363.0005159,365.576,34.75710643,9.550156189,26.71214738
-108.74633,20.99678,364.0005294,366.584,34.75767281,9.539656456,26.71432296
-108.74634,20.99676,365.0005384,367.592,34.75864115,9.533537894,26.71608495
-108.74634,20.99676,366.0005422,368.6,34.75795143,9.528746307,26.7163422
-108.74634,20.99676,367.0005411,369.608,34.75595536,9.513855667,26.71725423
-108.74634,20.99676,368.0005352,370.616,34.75436125,9.498110124,26.71861637
-108.74634,20.99676,369.0005244,371.624,34.75005395,9.462766948,26.72109881
-108.74634,20.99676,370.0005087,372.632,34.74298322,9.38219615,26.72883786
-108.74634,20.99676,371.0004883,373.64,34.73892713,9.331740158,26.7339368
-108.74634,20.99674,372.0004634,374.648,34.73321298,9.288744424,26.73650867
-108.74634,20.99674,373.0004332,375.656,34.73197057,9.25354735,26.74126387
-108.74634,20.99674,374.0003982,376.664,34.73067791,9.243383334,26.74191006
-108.74635,20.99674,375.0003583,377.672,34.72958622,9.233814199,26.74261462
-108.74636,20.99674,376.0003136,378.68,34.72849454,9.224843537,26.74322122
-108.74636,20.99674,377.000264,379.688,34.72765407,9.217414231,26.74377229
-108.74636,20.99674,378.0002096,380.696,34.72656238,9.208144601,26.74442564
-108.74636,20.99673,379.0001506,381.704,34.72406385,9.188329486,26.74569111
-108.74636,20.99672,380.0000867,382.712,34.72071116,9.129986912,26.75249928
-108.74636,20.99672,381.0000177,383.72,34.71906678,9.113448145,26.75388393
-108.74636,20.99672,381.9999439,384.728,34.71762338,9.107227149,26.75376372
-108.74636,20.99672,382.9998653,385.736,34.71653168,9.102545643,26.7536687
-108.74636,20.99672,384.0007737,386.745,34.71473658,9.091594199,26.75403435
-108.74636,20.9967,385.0006859,387.753,34.71203706,9.057125316,26.75746682
-108.74636,20.9967,386.0005927,388.761,34.71044291,9.033706062,26.7599779
-108.74638,20.9967,387.0004946,389.769,34.70794437,8.994348357,26.76432473
-108.74638,20.9967,388.0003917,390.777,34.70484289,8.954802374,26.76821649
-108.74638,20.9967,389.000284,391.785,34.69978187,8.902477819,26.77259594
-108.74638,20.9967,390.0001714,392.793,34.69472085,8.848209367,26.77725226
-108.74638,20.9967,391.000054,393.801,34.69182033,8.817336534,26.77987012
-108.74638,20.99668,391.9999322,394.809,34.68711101,8.78335448,26.78156091
-108.74638,20.99668,392.9998051,395.817,34.68235144,8.728832982,26.78641959
-108.74638,20.99668,394.0006651,396.826,34.67698895,8.678709604,26.79009028
-108.74638,20.99668,395.0005282,397.834,34.67333476,8.654182898,26.79107539
-108.74638,20.99668,396.0003866,398.842,34.66862542,8.619005593,26.79288971
-108.7464,20.99668,397.0002401,399.85,34.66552392,8.581507841,26.79630007
-108.7464,20.99667,398.000089,400.858,34.66357803,8.558598004,26.79833641
-108.7464,20.99666,398.999933,401.866,34.66228533,8.549337147,26.79876433
-108.7464,20.99666,400.0007639,402.875,34.66033946,8.535201809,26.79943678
-108.7464,20.99666,401.000598,403.883,34.65924773,8.528330705,26.79964941
-108.7464,20.99666,402.0004273,404.891,34.65820815,8.523951404,26.79951728
-108.7464,20.99665,403.000252,405.899,34.6572693,8.519620289,26.79945583
-108.7464,20.99664,404.0000718,406.907,34.65577775,8.509316413,26.79988587
-108.7464,20.99664,404.9998866,407.915,34.65468817,8.499604051,26.80053616
-108.7464,20.99664,406.0006883,408.924,34.65209125,8.478102596,26.8018283
-108.7464,20.99664,407.0004934,409.932,34.65064995,8.457878057,26.80381795
-108.74641,20.99664,408.0002936,410.94,34.64920864,8.442987743,26.80498421
