lat,long,depth,press,SA,CT,sigma0
15.49918,-110.00122,906.632,913.993,34.71788844,4.821324256,27.34329371
15.49918,-110.00122,905.576,912.926,34.71978853,4.810178994,27.34605449
15.49918,-110.00122,904.726,912.066,34.71877582,4.802824088,27.34608929
15.49918,-110.00122,903.721,911.051,34.71695771,4.834203047,27.34109864
15.49918,-110.00122,902.705,910.025,34.71795362,4.852445651,27.33980977
15.49916,-110.00124,901.677,908.987,34.71824588,4.857000931,27.33952164
15.49916,-110.00124,900.689,907.988,34.71823658,4.860564065,27.33910864
15.49916,-110.00124,899.696,906.985,34.71852875,4.862436306,27.33912563
15.49916,-110.00124,898.695,905.974,34.71872035,4.863317952,27.33917618
15.49918,-110.00124,897.76,905.029,34.71841004,4.866185388,27.338605
15.49918,-110.00124,896.751,904.009,34.71789802,4.87432304,27.33727398
15.49918,-110.00122,895.729,902.977,34.71788841,4.882653968,27.336316
15.49918,-110.00122,894.856,902.096,34.71898575,4.876067703,27.33793205
15.49918,-110.00122,893.778,901.006,34.71867409,4.871801129,27.33817301
15.49918,-110.00122,892.773,899.991,34.71725758,4.890075303,27.33497167
15.49918,-110.00122,891.786,898.994,34.71664527,4.911812273,27.33200384
15.49918,-110.00122,890.811,898.009,34.71723912,4.921124503,27.33140522
15.49918,-110.00122,889.788,896.976,34.71753102,4.922801328,27.33144303
15.49918,-110.00122,888.773,895.95,34.71732045,4.930738014,27.33036727
15.49918,-110.00122,887.843,895.011,34.71831675,4.925349218,27.33176999
15.49918,-110.00122,886.856,894.014,34.71740293,4.929123086,27.33061744
15.49918,-110.00122,885.884,893.032,34.71648925,4.953643603,27.32708248
15.49918,-110.00122,884.896,892.033,34.71668096,4.967331011,27.32565898
15.49918,-110.00122,883.898,891.025,34.71667157,4.973874279,27.32489813
15.49918,-110.00122,882.919,890.036,34.71626034,4.980123314,27.3238542
15.49918,-110.00122,881.931,889.038,34.71655256,4.985371365,27.32347931
15.49918,-110.00122,880.895,887.992,34.71624131,4.992914988,27.3223639
15.49918,-110.00122,879.934,887.02,34.71784032,4.98245803,27.32482947
15.49918,-110.00122,878.949,886.026,34.71752956,4.980267744,27.3248372
15.49918,-110.00121,877.941,885.008,34.71631403,4.991096852,27.32263098
15.49918,-110.0012,876.927,883.983,34.71479693,5.013844389,27.31880846
15.49918,-110.0012,875.941,882.987,34.71559169,5.029907859,27.31757512
15.49918,-110.0012,874.977,882.013,34.71588413,5.033565804,27.3173816
15.49918,-110.0012,874.006,881.033,34.71607601,5.038615603,27.31694739
15.49918,-110.0012,872.959,879.975,34.71656868,5.039597915,27.31722144
15.49918,-110.00121,871.929,878.934,34.71665949,5.042371057,27.31697135
15.49917,-110.00122,871.239,878.237,34.71715551,5.036768034,27.31801162
15.49916,-110.00122,870.009,876.994,34.71684242,5.035990274,27.31785523
15.49916,-110.00122,869.01,875.986,34.715627,5.050394038,27.31522746
15.49916,-110.00122,868.023,874.989,34.71471318,5.07293483,27.31188864
15.49916,-110.00122,867.03,873.985,34.71500534,5.088312084,27.31032842
15.49916,-110.00122,866.014,872.959,34.71499579,5.097241631,27.30928005
15.49917,-110.00122,864.963,871.897,34.71719698,5.077847662,27.31327255
15.49918,-110.0012,864.092,871.017,34.71779181,5.050216998,27.3169526
15.49918,-110.0012,863.122,870.038,34.71416457,5.072196502,27.31154258
15.49918,-110.0012,862.111,869.017,34.71174298,5.122364201,27.30378614
15.49918,-110.0012,861.099,867.994,34.712839,5.17705494,27.29823833
15.49916,-110.00122,860.098,866.983,34.71393511,5.184281647,27.29825133
15.49916,-110.00122,859.114,865.989,34.71452888,5.187045127,27.29839355
15.49916,-110.00122,858.145,865.01,34.71451976,5.191900496,27.297815
15.49916,-110.00122,857.136,863.991,34.71380675,5.200641541,27.29622455
15.49916,-110.00122,856.152,862.998,34.71419952,5.211947558,27.29520097
15.49916,-110.00122,854.96,861.793,34.71619836,5.195447476,27.29871846
15.49916,-110.00122,854.221,861.047,34.71609091,5.1827068,27.30013322
15.49916,-110.00122,853.196,860.012,34.71608128,5.192631719,27.29895783
15.49916,-110.00122,852.179,858.985,34.71466467,5.20684469,27.2961687
15.49916,-110.0012,851.185,857.98,34.71445431,5.235439144,27.29262772
15.49916,-110.0012,849.962,856.745,34.71605085,5.230664496,27.2944483
15.49918,-110.0012,849.367,856.144,34.7171508,5.230803938,27.29529736
15.49918,-110.0012,848.439,855.207,34.71704157,5.247375526,27.29325166
15.49918,-110.0012,847.257,854.013,34.71652794,5.251463435,27.2923636
15.49918,-110.0012,846.279,853.025,34.71651874,5.255426622,27.29188702
15.49918,-110.0012,845.288,852.025,34.71650942,5.258000621,27.29157478
15.49918,-110.0012,844.283,851.01,34.71639947,5.261471138,27.29107702
15.49918,-110.0012,843.265,849.981,34.71659089,5.263548617,27.29098139
15.49918,-110.0012,842.171,848.876,34.71698262,5.260168244,27.29169025
15.49918,-110.0012,841.325,848.021,34.71677365,5.25856062,27.29171632
15.49918,-110.0012,840.288,846.974,34.71646239,5.261738828,27.2910948
15.49919,-110.0012,839.301,845.978,34.7158501,5.271371828,27.28947084
15.4992,-110.0012,838.352,845.019,34.71624319,5.278902635,27.2888864
15.4992,-110.0012,837.357,844.014,34.71603282,5.281380663,27.28842669
15.4992,-110.0012,836.323,842.97,34.7161236,5.284851432,27.2880859
15.4992,-110.0012,835.335,841.972,34.7158128,5.290508365,27.28716925
15.4992,-110.0012,834.294,840.92,34.71650653,5.288211492,27.28798797
15.4992,-110.0012,833.439,840.057,34.71589547,5.285914683,27.28778012
15.4992,-110.0012,832.421,839.029,34.71498138,5.303302196,27.28499371
15.4992,-110.0012,831.38,837.977,34.71456957,5.321182161,27.28254033
15.4992,-110.0012,830.401,836.988,34.71476137,5.330208976,27.28161474
15.4992,-110.0012,829.459,836.038,34.71485303,5.337048587,27.28087059
15.4992,-110.0012,828.432,835,34.71514487,5.34200652,27.28050811
15.4992,-110.0012,827.435,833.993,34.71513549,5.345277186,27.28011003
15.4992,-110.0012,826.437,832.985,34.71512611,5.34874663,27.27968806
15.4992,-110.0012,825.348,831.885,34.71571888,5.347647489,27.28028566
15.49919,-110.0012,824.538,831.068,34.71581177,5.344145262,27.28077719
15.49918,-110.0012,823.531,830.051,34.71449577,5.357466436,27.27814968
15.49918,-110.0012,822.526,829.035,34.71338078,5.385883099,27.27386908
15.49918,-110.0012,821.535,828.035,34.71387398,5.402556349,27.27225556
15.49918,-110.0012,820.543,827.032,34.71346264,5.411891802,27.2708101
15.49918,-110.0012,819.512,825.992,34.71325195,5.429472682,27.26852877
15.49918,-110.0012,818.49,824.959,34.71344333,5.438703823,27.26756698
15.49918,-110.0012,817.443,823.902,34.713936,5.442767877,27.26746435
15.49918,-110.0012,816.615,823.065,34.71503373,5.436671434,27.26906248
15.49918,-110.0012,815.525,821.966,34.71431999,5.444729033,27.26752974
15.49918,-110.0012,814.594,821.025,34.71421072,5.448492598,27.2669898
15.49918,-110.00121,813.615,820.036,34.713699,5.459219658,27.26529248
15.49918,-110.00122,812.615,819.027,34.71389061,5.467753799,27.26441194
15.49918,-110.00122,811.612,818.014,34.71388118,5.472019574,27.26388877
15.49918,-110.00122,810.636,817.027,34.71397249,5.475089562,27.26358925
15.49918,-110.00122,809.607,815.989,34.71366132,5.479163134,27.26285177
15.49918,-110.00122,808.608,814.979,34.71335041,5.485618366,27.26182595
15.49918,-110.00122,807.642,814.004,34.71324083,5.493557871,27.2607781
15.49918,-110.00122,806.59,812.942,34.71302994,5.503195739,27.25944393
15.49918,-110.00122,805.76,812.104,34.71442916,5.490935585,27.26203002
15.49918,-110.00122,804.713,811.047,34.71401731,5.485674103,27.2623435
15.49918,-110.0012,803.726,810.049,34.71189749,5.512717467,27.25739838
15.49918,-110.0012,802.689,809.003,34.71239025,5.527411423,27.25600078
15.49918,-110.0012,801.695,807.999,34.7120794,5.536350469,27.25466936
15.49918,-110.0012,800.712,807.007,34.71217023,5.546475269,27.25350838
15.49918,-110.0012,799.734,806.018,34.71246209,5.551927774,27.25307361
15.49918,-110.0012,798.766,805.041,34.71255307,5.55519626,27.25274682
15.49918,-110.0012,797.737,804.002,34.71284444,5.559063906,27.25250436
15.49918,-110.0012,796.601,802.855,34.71333576,5.561249901,27.25262396
15.49918,-110.0012,795.927,802.174,34.71363063,5.555347854,27.25357526
15.49918,-110.0012,794.789,801.026,34.71281542,5.561227753,27.2522177
15.49918,-110.0012,793.796,800.022,34.71220262,5.582491591,27.24914046
15.49918,-110.00122,792.822,799.039,34.71229354,5.588940303,27.24842371
15.49918,-110.00122,791.806,798.013,34.71208253,5.596788203,27.24729803
15.49918,-110.00122,790.796,796.993,34.71197208,5.605528508,27.24614141
15.49918,-110.00122,789.801,795.988,34.71196228,5.613073877,27.24520944
15.49918,-110.00122,788.79,794.968,34.71205284,5.617042448,27.24479421
15.49918,-110.00122,787.813,793.981,34.71204321,5.622599126,27.24410532
15.49918,-110.00122,786.779,792.937,34.71263604,5.626265082,27.24412144
15.49918,-110.00121,785.909,792.058,34.71343148,5.616697924,27.24591976
15.49918,-110.0012,784.871,791.01,34.71301926,5.615211148,27.24577808
15.49918,-110.0012,783.902,790.032,34.71009518,5.648429908,27.23940289
15.49918,-110.0012,782.887,789.007,34.71149221,5.670863193,27.23773971
15.49918,-110.0012,781.876,787.987,34.71108026,5.681695465,27.23608092
15.49918,-110.0012,780.906,787.007,34.7113722,5.69152083,27.23509808
15.49918,-110.0012,779.916,786.007,34.71166396,5.696280473,27.23473965
15.49918,-110.0012,778.894,784.976,34.71195541,5.699254448,27.2346013
15.49918,-110.0012,777.886,783.958,34.71194548,5.704119397,27.23399245
15.49918,-110.0012,776.968,783.03,34.71253944,5.702906132,27.23460895
15.49918,-110.0012,775.975,782.028,34.71192666,5.706486143,27.23368516
15.49918,-110.0012,774.956,780.999,34.71221813,5.714130483,27.23296891
15.49918,-110.0012,773.933,779.967,34.71250957,5.716508491,27.23290367
15.49918,-110.0012,772.958,778.982,34.71260046,5.716897435,27.23292695
15.49918,-110.0012,771.988,778.002,34.71259091,5.717883528,27.23279743
15.49918,-110.0012,770.962,776.966,34.71278181,5.72046208,27.23262829
15.49918,-110.0012,769.979,775.974,34.71267163,5.722345068,27.23230868
15.49918,-110.0012,769.013,774.999,34.71226012,5.728305046,27.23124749
15.49918,-110.00122,768.005,773.981,34.71204919,5.737744551,27.2299122
15.49918,-110.00122,767.015,772.982,34.71234096,5.742802862,27.22951419
15.49918,-110.00122,766.034,771.991,34.71172829,5.752543776,27.22782442
15.49918,-110.00122,765.059,771.006,34.71191968,5.760981232,27.22692702
15.49918,-110.00122,764.06,769.998,34.71190986,5.770616313,27.22572187
15.49918,-110.00122,763.08,769.008,34.7120007,5.778062067,27.22486714
15.49918,-110.00122,762.077,767.995,34.71239283,5.780735565,27.22484241
15.49918,-110.00122,761.069,766.978,34.71238291,5.782619969,27.22460009
15.49918,-110.00122,760.101,766,34.71217237,5.786888717,27.22390332
15.49918,-110.00122,759.103,764.994,34.71206206,5.793444599,27.22300012
15.49918,-110.00122,758.12,764,34.71225337,5.798504482,27.22251978
15.49918,-110.00122,757.163,763.034,34.71224395,5.802173177,27.222055
15.49918,-110.00122,756.149,762.011,34.71223398,5.806542982,27.22150217
15.49918,-110.00122,755.159,761.012,34.71232473,5.810312861,27.2211031
15.49919,-110.00122,754.136,759.978,34.71201315,5.817172706,27.22000216
15.4992,-110.00122,753.14,758.973,34.71210386,5.822235326,27.21944111
15.4992,-110.00122,752.212,758.036,34.71229572,5.824606674,27.21929549
15.49918,-110.00122,751.199,757.013,34.71248674,5.827085526,27.21913572
15.49918,-110.00122,750.188,755.993,34.71267779,5.829067159,27.21903805
15.49918,-110.00122,749.22,755.015,34.71276876,5.829654755,27.21903602
15.49918,-110.00122,748.189,753.975,34.71265812,5.830250972,27.21887462
15.49918,-110.00122,747.202,752.979,34.7126484,5.833525286,27.2184576
15.49918,-110.00122,746.203,751.97,34.71263856,5.836502674,27.2180775
15.49918,-110.00122,745.268,751.025,34.71283035,5.837483362,27.21810541
15.49918,-110.00122,744.292,750.041,34.71241875,5.841756186,27.21724763
15.49918,-110.00122,743.284,749.023,34.71240883,5.848511604,27.21639419
15.49918,-110.00122,742.279,748.008,34.71249943,5.851587704,27.21608008
15.49918,-110.00122,741.276,746.995,34.71178605,5.860241188,27.2144357
15.49918,-110.00122,740.276,745.986,34.71197721,5.870273432,27.21332765
15.49918,-110.00122,739.325,745.026,34.71186735,5.875931768,27.2125313
15.49918,-110.00122,738.313,744.005,34.7117569,5.883285763,27.21152115
15.49918,-110.00122,737.236,742.917,34.71184679,5.894023075,27.21024232
15.4992,-110.00122,736.53,742.205,34.71294535,5.881550058,27.21267213
15.4992,-110.00122,735.34,741.004,34.71192864,5.884361223,27.21152087
15.4992,-110.00122,734.35,740.003,34.71111488,5.907230584,27.20800618
15.4992,-110.00122,733.358,739.003,34.71170813,5.919543545,27.206921
15.4992,-110.00122,732.337,737.972,34.71169807,5.926698896,27.20601108
15.4992,-110.00122,731.355,736.98,34.7119899,5.93126183,27.20566461
15.4992,-110.00124,730.358,735.973,34.71238208,5.933339612,27.20571028
15.4992,-110.00124,729.393,735,34.71247309,5.933132005,27.20580791
15.4992,-110.00124,728.375,733.972,34.71246306,5.935913291,27.20544906
15.4992,-110.00124,727.472,733.061,34.71225318,5.941171626,27.20462051
15.4992,-110.00124,726.461,732.04,34.71174073,5.956087619,27.20233364
15.4992,-110.00124,725.468,731.038,34.71213296,5.964129881,27.20162425
15.4992,-110.00124,724.436,729.996,34.7118213,5.971191792,27.20048585
15.4992,-110.00124,723.429,728.98,34.71171089,5.983219255,27.19887562
15.4992,-110.00124,722.429,727.97,34.71139954,5.994553265,27.19719406
15.4992,-110.00124,721.376,726.907,34.71209267,6.005679498,27.19632565
15.4992,-110.00124,720.511,726.034,34.71258666,6.003468743,27.19699401
15.4992,-110.00124,719.511,725.024,34.71247631,6.008934639,27.19621322
15.4992,-110.00124,718.334,723.837,34.71276623,6.013715825,27.1958332
15.4992,-110.00124,717.589,723.085,34.7128594,6.014084109,27.1958595
15.4992,-110.00124,716.531,722.017,34.71254749,6.024827805,27.19424863
15.4992,-110.00124,715.541,721.017,34.71233674,6.034669001,27.19283077
15.4992,-110.00124,714.548,720.015,34.71242747,6.040927071,27.19210491
15.4992,-110.00124,713.512,718.969,34.71251776,6.048780187,27.19117494
15.4992,-110.00124,712.788,718.238,34.71301313,6.044169752,27.19215124
15.4992,-110.00124,711.546,716.985,34.71259892,6.046084293,27.19158226
15.4992,-110.00124,710.557,715.986,34.71238818,6.053340819,27.19049173
15.4992,-110.00124,709.575,714.996,34.71278052,6.058301253,27.19016676
15.4992,-110.00124,708.578,713.989,34.7127707,6.060286238,27.18990576
15.4992,-110.00124,707.557,712.959,34.71306215,6.061274884,27.19000823
15.4992,-110.00124,706.673,712.066,34.71335494,6.059665346,27.19044335
15.49918,-110.00124,705.602,710.985,34.7133444,6.059072222,27.19051076
15.49918,-110.00124,704.61,709.984,34.71343513,6.060458639,27.19040502
15.49918,-110.00124,703.681,709.046,34.71372748,6.05974818,27.19072504
15.49918,-110.00124,702.679,708.035,34.71341613,6.059053168,27.19056947
15.49918,-110.00124,701.64,706.986,34.71330539,6.061640164,27.19015244
15.49918,-110.00124,700.663,706,34.71309387,6.066310721,27.18939025
15.49919,-110.00124,699.544,704.871,34.71318232,6.07447087,27.18841732
15.49918,-110.00126,698.699,704.018,34.7138767,6.078121759,27.18849547
15.49918,-110.00126,697.665,702.974,34.71386556,6.080408734,27.18819438
15.49918,-110.00126,696.719,702.019,34.71385537,6.080599095,27.18816205
15.49918,-110.00126,695.631,700.921,34.71384365,6.082095738,27.18796149
15.49918,-110.00124,694.786,700.068,34.71343255,6.08427082,27.18736086
15.49918,-110.00124,693.731,699.004,34.7136222,6.090335574,27.18673379
15.49918,-110.00124,692.741,698.004,34.71290803,6.102771267,27.18458147
15.49918,-110.00124,691.73,696.983,34.71329913,6.112707474,27.18361488
15.49918,-110.00124,690.625,695.869,34.71378973,6.116386462,27.18352794
15.49918,-110.00124,689.848,695.085,34.71368087,6.115965452,27.18349654
15.49918,-110.00124,688.797,694.024,34.71336805,6.126015193,27.18196176
15.49918,-110.00124,687.773,692.99,34.71315602,6.130790568,27.18118236
15.49918,-110.00124,686.811,692.019,34.71304516,6.140431354,27.17985688
15.49918,-110.00124,685.836,691.036,34.71313516,6.146888309,27.17909738
15.49918,-110.00126,684.832,690.022,34.71312434,6.15205694,27.17842408
15.49918,-110.00126,683.821,689.002,34.71311346,6.160507974,27.17732789
15.49918,-110.00126,682.83,688.001,34.71320327,6.165574643,27.17674586
15.49918,-110.00126,681.835,686.997,34.71258957,6.177613133,27.17471315
15.49918,-110.00126,680.882,686.035,34.71298129,6.188539507,27.17361082
15.49918,-110.00126,679.871,685.016,34.71327191,6.193406426,27.17321044
15.49918,-110.00126,678.878,684.013,34.7135627,6.194691612,27.17327251
15.49918,-110.00126,677.862,682.988,34.71375276,6.195085274,27.17337071
15.49918,-110.00126,676.9,682.017,34.7135414,6.196573481,27.17301278
15.49918,-110.00126,675.895,681.002,34.71322907,6.205327487,27.17163682
15.49918,-110.00126,674.922,680.02,34.71321859,6.211587779,27.17081922
15.49918,-110.00126,673.935,679.024,34.71300697,6.223024076,27.16917358
15.49918,-110.00126,672.92,678,34.71309654,6.233663271,27.16786592
15.49919,-110.00126,671.898,676.969,34.71318603,6.243209266,27.16669869
15.4992,-110.00126,670.957,676.019,34.71337689,6.247176502,27.16633377
15.4992,-110.00126,669.966,675.019,34.71326572,6.255926959,27.16511105
15.4992,-110.00126,668.979,674.022,34.71355658,6.261090917,27.16466852
15.4992,-110.00126,667.988,673.023,34.71384741,6.26635459,27.16421272
15.4992,-110.00126,666.979,672.005,34.71393704,6.268340805,27.16402487
15.4992,-110.00126,665.923,670.938,34.71412665,6.272220092,27.16366927
15.4992,-110.00126,665.012,670.02,34.71381536,6.276788558,27.16283119
15.4992,-110.00126,664.041,669.039,34.71400588,6.285334486,27.16186867
15.4992,-110.00126,663.013,668.003,34.71379383,6.293692684,27.16061421
15.4992,-110.00126,662.018,666.998,34.71368261,6.30353857,27.15924409
15.4992,-110.00126,661.02,665.991,34.71357136,6.315374142,27.15761326
15.4992,-110.00126,659.998,664.96,34.71376135,6.325715847,27.15641209
15.4992,-110.00126,659.054,664.007,34.71385168,6.331476061,27.15573039
15.4992,-110.00126,658.063,663.008,34.71414251,6.334950085,27.15550431
15.4992,-110.00126,657.033,661.968,34.71393042,6.339629007,27.15472637
15.4992,-110.00126,656.023,660.948,34.71391953,6.347386766,27.15370308
15.4992,-110.00126,654.97,659.886,34.71461168,6.348772304,27.15406422
15.4992,-110.00126,654.153,659.061,34.71490437,6.34646028,27.15459614
15.4992,-110.00126,653.089,657.988,34.71418943,6.352244034,27.1532789
15.4992,-110.00126,652.103,656.993,34.71417881,6.359502283,27.15232015
15.4992,-110.00126,651.14,656.021,34.71406794,6.366759866,27.15128233
15.4992,-110.00126,650.114,654.985,34.71405689,6.374519665,27.15025628
15.4992,-110.00126,649.142,654.005,34.71414692,6.383963814,27.14908771
15.4992,-110.00126,648.16,653.015,34.71443785,6.38634322,27.14900333
15.4992,-110.00126,647.141,651.986,34.71422587,6.389231099,27.14845804
15.4992,-110.00126,646.149,650.985,34.71441618,6.395592251,27.1477716
15.4992,-110.00126,645.213,650.041,34.71430561,6.402748186,27.14674445
15.4992,-110.00126,644.22,649.038,34.71349093,6.418674516,27.14401088
15.4992,-110.00126,643.204,648.013,34.71448496,6.426319919,27.14378289
15.4992,-110.00126,642.188,646.988,34.71467501,6.429301409,27.14353898
15.4992,-110.00126,641.213,646.004,34.71486551,6.431184631,27.14344006
15.4992,-110.00126,640.22,645.002,34.71445282,6.437256739,27.14231629
15.4992,-110.00126,639.222,643.995,34.71434158,6.449692109,27.1405886
15.4992,-110.00126,638.184,642.948,34.71473239,6.455657613,27.14010715
15.4992,-110.00126,637.366,642.122,34.71552755,6.449557932,27.14153544
15.4992,-110.00126,636.264,641.01,34.71430972,6.459632234,27.13925104
15.4992,-110.00126,635.268,640.006,34.7146005,6.474947156,27.13745432
15.4992,-110.00126,634.315,639.043,34.71459022,6.485387729,27.13606461
15.4992,-110.00126,633.327,638.047,34.71478058,6.490854192,27.13548983
15.4992,-110.00126,632.302,637.013,34.71456855,6.497126233,27.13449276
15.4992,-110.00126,631.307,636.009,34.71465833,6.503590017,27.13370624
15.4992,-110.00126,630.333,635.026,34.71474834,6.508360456,27.13314406
15.4992,-110.00126,629.297,633.981,34.71493818,6.513434005,27.1326196
15.4992,-110.00126,628.237,632.911,34.71522825,6.518508583,27.13217321
15.4992,-110.00126,627.577,632.246,34.71622612,6.50572379,27.13465128
15.4992,-110.00126,626.381,631.039,34.71540926,6.504858082,27.13412627
15.4992,-110.00126,625.365,630.014,34.71499634,6.513520452,27.13265368
15.4992,-110.00126,624.36,629,34.71307608,6.544491604,27.12703428
15.4992,-110.00126,623.336,627.967,34.7145725,6.561584672,27.12593031
15.4992,-110.00126,622.308,626.928,34.71516439,6.564662323,27.1259837
15.4992,-110.00126,621.327,625.94,34.71545533,6.566147438,27.12601359
15.4992,-110.00126,620.341,624.945,34.71544472,6.5691302,27.12560763
15.49919,-110.00126,619.407,624.002,34.71613812,6.569212,27.12613973
15.49918,-110.00126,618.459,623.046,34.71592692,6.567716305,27.12617375
15.49918,-110.00126,617.454,622.032,34.71521263,6.583447813,27.12351578
15.49918,-110.00126,616.449,621.018,34.71590528,6.591596499,27.12297002
15.49918,-110.00126,615.445,620.005,34.71579397,6.597866429,27.12204509
15.49918,-110.00126,614.366,618.917,34.71588285,6.60891715,27.12063706
15.49918,-110.00126,613.502,618.044,34.71647651,6.611182906,27.12079876
15.49918,-110.00126,612.482,617.015,34.71616404,6.615965004,27.11991412
15.49918,-110.00126,611.465,615.99,34.71655509,6.620736393,27.1195815
15.49918,-110.00126,610.523,615.039,34.71594196,6.629296802,27.11795475
15.49918,-110.00126,609.537,614.045,34.71583085,6.64800426,27.11535899
15.49918,-110.00126,608.515,613.013,34.71652331,6.653866821,27.11511409
15.49918,-110.00126,607.501,611.991,34.7165124,6.658743758,27.11445056
15.49918,-110.00126,606.501,610.982,34.71670262,6.663218449,27.11399827
15.49918,-110.00126,605.496,609.968,34.71649081,6.668794299,27.113083
15.49918,-110.00124,604.52,608.983,34.71658079,6.676950302,27.11205656
15.49918,-110.00124,603.524,607.978,34.71646957,6.68610653,27.11073722
15.49918,-110.00124,602.533,606.978,34.7163584,6.704019916,27.10823666
15.49918,-110.00124,601.562,605.999,34.71765439,6.711162663,27.10828768
15.49916,-110.00124,600.587,605.015,34.71733996,6.715841961,27.10741014
15.49916,-110.00124,599.599,604.018,34.7161209,6.73546404,27.10380559
15.49916,-110.00124,598.6,603.011,34.71761508,6.742009801,27.10408987
15.49916,-110.00124,597.594,601.995,34.71790321,6.743100819,27.10416778
15.49916,-110.00124,596.593,600.986,34.71799043,6.743895575,27.10412853
15.49916,-110.00124,595.528,599.911,34.71837827,6.74399569,27.10441852
15.49916,-110.00124,594.755,599.131,34.71836801,6.743575051,27.10446739
15.49916,-110.00124,593.661,598.028,34.7183535,6.745375801,27.10421242
15.49916,-110.00124,592.616,596.974,34.71823914,6.748168476,27.10374504
15.49916,-110.00124,591.643,595.992,34.71702028,6.759529799,27.10125297
15.49916,-110.00124,590.674,595.014,34.71761038,6.771958727,27.10003039
15.49916,-110.00124,589.669,594,34.71789853,6.77882233,27.09932497
15.49916,-110.00126,588.635,592.958,34.71808581,6.782405846,27.09898529
15.49916,-110.00126,587.652,591.966,34.71817326,6.786682665,27.09847322
15.49916,-110.00126,586.689,590.995,34.71836148,6.791851729,27.09791862
15.49916,-110.00126,585.656,589.953,34.71844826,6.796432196,27.09736433
15.49916,-110.00125,584.955,589.246,34.71924293,6.784944473,27.09954618
15.49916,-110.00124,583.728,588.008,34.71892515,6.78546947,27.09922626
15.49916,-110.00124,582.731,587.002,34.71840945,6.795430182,27.09747008
15.49916,-110.00124,581.767,586.029,34.71799467,6.810064401,27.09515627
15.49916,-110.00124,580.73,584.984,34.71777993,6.824205313,27.09306381
15.49916,-110.00124,579.715,583.96,34.71635953,6.857274466,27.08744359
15.49916,-110.00124,578.753,582.989,34.71815567,6.875559074,27.08635035
15.49916,-110.00124,577.775,582.002,34.71854466,6.879134998,27.0861656
15.49916,-110.00124,576.725,580.944,34.71913371,6.884208082,27.08593234
15.49916,-110.00124,575.768,579.978,34.71972397,6.888276675,27.08583722
15.49916,-110.00125,574.847,579.049,34.71900829,6.895845245,27.0842411
15.49916,-110.00126,573.841,578.034,34.7178895,6.921047499,27.07991075
15.49916,-110.00126,572.853,577.037,34.71968528,6.926395329,27.08058115
15.49916,-110.00126,571.838,576.014,34.7200738,6.92808396,27.08065314
15.49916,-110.00126,570.844,575.011,34.7201611,6.930173339,27.08043447
15.49916,-110.00126,569.829,573.988,34.71994666,6.935952457,27.07947283
15.49916,-110.00126,568.778,572.927,34.7198322,6.95019535,27.07742509
15.49916,-110.00126,567.922,572.064,34.72112728,6.948469891,27.07867524
15.49918,-110.00124,566.933,571.067,34.72000873,6.958043155,27.0764832
15.49918,-110.00124,565.911,570.035,34.71999515,6.974870384,27.07415469
15.49918,-110.00124,564.914,569.03,34.7204844,6.984221345,27.07324784
15.49918,-110.00124,563.903,568.01,34.72067197,6.987008185,27.07301004
15.49918,-110.00124,562.889,566.987,34.72065851,6.991092569,27.07243588
15.49918,-110.00125,561.865,565.954,34.72144888,6.989989095,27.07320618
15.49916,-110.00126,560.952,565.034,34.72133628,6.98649876,27.07359977
15.49916,-110.00126,559.902,563.975,34.72001592,6.997475808,27.07105219
15.49916,-110.00126,558.926,562.99,34.7192995,7.019586621,27.06743612
15.49916,-110.00126,557.949,562.004,34.7198895,7.035903815,27.06563875
15.49916,-110.00126,556.957,561.004,34.71997684,7.044962688,27.06445182
15.49916,-110.00126,555.982,560.02,34.72036587,7.051924778,27.06379066
15.49916,-110.00126,555.022,559.052,34.71975017,7.059697156,27.06223107
15.49916,-110.00126,554.028,558.05,34.71893304,7.076834728,27.05921248
15.49916,-110.00126,552.977,556.99,34.71891909,7.103424424,27.05550282
15.49916,-110.00126,551.929,555.933,34.72061358,7.110872277,27.05578979
15.49917,-110.00126,551.082,555.078,34.72210974,7.087637905,27.06019374
15.49918,-110.00126,549.987,553.974,34.72320065,7.073295568,27.0630402
15.49918,-110.00126,549.011,552.99,34.71987141,7.085691364,27.05871484
15.49918,-110.00126,548.061,552.031,34.71754744,7.127739855,27.0510416
15.49918,-110.00126,547.09,551.052,34.71733358,7.175733018,27.04416609
15.49918,-110.00126,546.104,550.058,34.7204358,7.198984747,27.04333087
15.49918,-110.00126,545.063,549.008,34.72132643,7.205947398,27.04304959
15.49918,-110.00126,543.966,547.902,34.72221632,7.210725298,27.04307402
15.49918,-110.00128,543.192,547.121,34.72150259,7.174771292,27.04755852
15.49918,-110.00128,542.078,545.998,34.72128683,7.192312697,27.04493171
15.49918,-110.00128,541.121,545.032,34.71805833,7.223625984,27.03801279
15.49918,-110.00128,540.098,544,34.71774328,7.280193308,27.02979763
15.49918,-110.00128,539.147,543.041,34.72024299,7.305842529,27.02812513
15.49918,-110.00128,538.143,542.029,34.72022968,7.316799497,27.02656396
15.49918,-110.00128,537.097,540.974,34.72051728,7.33452752,27.02427668
15.49918,-110.00128,536.107,539.976,34.72090613,7.355136188,27.02165595
15.49918,-110.00128,535.094,538.954,34.72240008,7.366867874,27.02115575
15.49918,-110.00128,534.193,538.045,34.7240965,7.341940059,27.02602059
15.49918,-110.00126,533.173,537.016,34.72337951,7.320049312,27.02856382
